gene	bias1	bias2	bias3	mean	SD
Sm_t00000236-RA	NA	20.53	33.89	27.21	9.44694659665227
Sm_t00000237-RA	26.09	32.42	27.63	28.7133333333333	3.30112607049978
Sm_t00000238-RA	9.35	10.57	7.72	9.21333333333333	1.4299067568668
Sm_t00000239-RA	24.9	16.69	19.94	20.51	4.13457373860958
Sm_t00000240-RA	26.45	12.81	20.41	19.89	6.83485186379339
Sm_t00000241-RA	11.45	23.56	15	16.67	6.22532730063247
Sm_t00000242-RA	12.14	10.37	12.91	11.8066666666667	1.30239522931149
Sm_t00000243-RA	22.27	28.23	19.24	23.2466666666667	4.57388602102559
Sm_t00000245-RA	25.68	21.27	34.88	27.2766666666667	6.94406461183458
Sm_t00000249-RA	18.73	9.29	16.22	14.7466666666667	4.8894205518991
Sm_t00000250-RA	NA	25.28	36.87	31.075	8.19536759395208
Sm_t00000252-RA	22.82	5.95	22.01	16.9266666666667	9.5146956511143
Sm_t00000253-RA	20.19	11.97	16.52	16.2266666666667	4.11784328664088
Sm_t00000255-RA	21.48	24.9	25.42	23.9333333333333	2.14049838433327
Sm_t00000256-RA	5.22	4.51	6.05	5.26	0.770778826901726
Sm_t00000258-RA	11	8.71	12.51	10.74	1.91329558615495
Sm_t00000260-RA	100	100	100	100	0
Sm_t00000261-RA	36.65	28.34	36.5	33.83	4.75507097738824
Sm_t00000262-RA	24.83	19.37	16.04	20.08	4.43780351074718
Sm_t00000263-RA	14.83	6.67	8.46	9.98666666666667	4.28887320089244
Sm_t00000264-RA	18.4	19.26	26.63	21.43	4.52381476190173
Sm_t00000265-RA	5.52	14.64	18.55	12.9033333333333	6.68634678530312
Sm_t00000266-RA	57.42	56.09	62.78	58.7633333333333	3.54152980127703
Sm_t00000267-RA	47.83	49.55	100	65.7933333333333	29.6363228713235
Sm_t00000269-RA	28.41	16.85	25.4	23.5533333333333	5.99716877645888
Sm_t00000272-RA	28.69	10.35	20.99	20.01	9.20919106110846
Sm_t00000275-RA	29.24	20.31	22.59	24.0466666666667	4.63978806987273
Sm_t00000278-RA	NA	41.93	46.18	44.055	3.00520382004283
Sm_t00000279-RA	34.37	23.76	23.54	27.2233333333333	6.19017231854924
Sm_t00000280-RA	17.7	22.81	26.02	22.1766666666667	4.19600206545866
Sm_t00000281-RA	49.81	28.25	100	59.3533333333333	36.8146986044071
Sm_t00000282-RA	26.06	31.46	21.36	26.2933333333333	5.05404128726046
Sm_t00000284-RA	65.38	74.17	71.22	70.2566666666667	4.4734811202612
Sm_t00000296-RA	18.93	9.98	15.62	14.8433333333333	4.52526610635588
Sm_t00000298-RA	17	10.99	19.91	15.9666666666667	4.54889363838432
Sm_t00000299-RA	50.21	24	32.58	35.5966666666667	13.3628677061974
Sm_t00000301-RA	15.26	6.33	14.63	12.0733333333333	4.98383720975448
Sm_t00000302-RA	22.4	13.58	11.71	15.8966666666667	5.70913595330618
Sm_t00000303-RA	48.9	45.82	47.73	47.4833333333333	1.55474542396282
Sm_t00000304-RA	38.22	34.27	44.77	39.0866666666667	5.30337942573727
Sm_t00000305-RA	5.16	6.25	4.09	5.16666666666667	1.08001543198851
Sm_t00000306-RA	50.56	66.03	55.56	57.3833333333333	7.89453186283603
Sm_t00000309-RA	20.92	14.65	17.58	17.7166666666667	3.13723338840663
Sm_t00000310-RA	22.96	42.43	41.11	35.5	10.8799954044108
Sm_t00000312-RA	43.71	48.92	43.48	45.37	3.07654026464794
Sm_t00000315-RA	33.49	18.08	17.18	22.9166666666667	9.16782598729564
Sm_t00000316-RA	38.46	41.94	52.94	44.4466666666667	7.55844781243698
Sm_t00000317-RA	31.64	26.65	27.37	28.5533333333333	2.69726404590528
Sm_t00000318-RA	19.85	17.47	12.5	16.6066666666667	3.75028443365744
Sm_t00000325-RA	13.68	39.2	23.81	25.5633333333333	12.8500285343393
Sm_t00000326-RA	18.33	12.78	14.18	15.0966666666667	2.88631830076541
Sm_t00000328-RA	19.43	19.24	13.46	17.3766666666667	3.39326293312695
Sm_t00000330-RA	18.47	17.42	14.45	16.78	2.08501798553394
Sm_t00000331-RA	NA	35.08	40.46	37.77	3.80423448278363
Sm_t00000334-RA	16.02	9.04	23.29	16.1166666666667	7.12549179589264
Sm_t00000336-RA	19.01	21.05	26.36	22.14	3.79429835410975
Sm_t00000338-RA	19.28	31.16	26.28	25.5733333333333	5.97144315332009
Sm_t00000343-RA	54.04	9.72	1.47	21.7433333333333	28.2722767624635
Sm_t00000344-RA	16.34	17.8	18.27	17.47	1.00642933184601
Sm_t00000348-RA	44.17	20.82	25.26	30.0833333333333	12.3997594062681
Sm_t00000350-RA	12.04	22.48	10.38	14.9666666666667	6.55946136000002
Sm_t00000351-RA	24.04	35.59	44.29	34.64	10.1583709323887
Sm_t00000355-RA	58.1	48.9	52.92	53.3066666666667	4.61217230091563
Sm_t00000357-RA	14.89	17.45	11.96	14.7666666666667	2.74707723468659
Sm_t00000358-RA	32.05	22.67	25.83	26.85	4.77246267664819
Sm_t00000359-RA	19.11	15.51	6.68	13.7666666666667	6.39575119382652
Sm_t00000360-RA	32.04	23.05	38.37	31.1533333333333	7.69839160690941
Sm_t00000361-RA	12.17	26.25	22.84	20.42	7.34533185091048
Sm_t00000362-RA	44.86	41.48	43.41	43.25	1.69567095864734
Sm_t00000364-RA	32.87	28.13	25.25	28.75	3.84764863260667
Sm_t00000365-RA	36.59	38.82	25.84	33.75	6.94041065067479
Sm_t00000366-RA	NA	20.71	10.2	15.455	7.43169227027062
Sm_t00000368-RA	10.87	19.94	30.67	20.4933333333333	9.91159085784585
Sm_t00000369-RA	17.84	17.93	21.91	19.2266666666667	2.32427049487217
Sm_t00000370-RA	37.98	36.91	31.11	35.3333333333333	3.69643521968576
Sm_t00000371-RA	37.86	21.88	20.62	26.7866666666667	9.61045957971487
Sm_t00000372-RA	16.65	9.1	8.79	11.5133333333333	4.45118336325671
Sm_t00000373-RA	38	62.28	63.71	54.6633333333333	14.4485720171003
Sm_t00000377-RA	100	100	100	100	0
Sm_t00000378-RA	36.71	8.2	22.31	22.4066666666667	14.2552458180606
Sm_t00000379-RA	16.03	17.07	14.18	15.76	1.46379643393472
Sm_t00000380-RA	6.67	2.98	12.81	7.48666666666667	4.96562517044262
Sm_t00000381-RA	51.26	54.07	51.85	52.3933333333333	1.48169947470239
Sm_t00000384-RA	27.68	31.56	24.89	28.0433333333333	3.34981093993875
Sm_t00000390-RA	16.96	15.47	7.87	13.4333333333333	4.87524700228956
Sm_t00000391-RA	NA	55.91	53.49	54.7	1.71119841047144
Sm_t00000392-RA	100	85.99	85.61	90.5333333333333	8.20057518307913
Sm_t00000393-RA	17.25	24.84	7.83	16.64	8.52139073156489
Sm_t00000394-RA	11.36	9.08	18.01	12.8166666666667	4.63978806987273
Sm_t00000395-RA	36.04	17.65	35.01	29.5666666666667	10.3329779508781
Sm_t00000396-RA	13.97	9.25	17.46	13.56	4.12032765687391
Sm_t00000397-RA	36.42	54.34	53.83	48.1966666666667	10.202079853311
Sm_t00000403-RA	28.19	29.47	47.06	34.9066666666667	10.5445357097092
Sm_t00000404-RA	11.41	13.34	10.44	11.73	1.47624523707953
Sm_t00000405-RA	17.6	8.68	16.32	14.2	4.82311102920097
Sm_t00000406-RA	9.16	18.42	15.63	14.4033333333333	4.75030876189468
Sm_t00000407-RA	42.78	41.38	46.35	43.5033333333333	2.56273941970957
Sm_t00000408-RA	20.77	11.31	9.63	13.9033333333333	6.00574169718723
Sm_t00000409-RA	19.13	20.29	12.69	17.37	4.09428870501336
Sm_t00000410-RA	25.45	22.95	24.76	24.3866666666667	1.29113645031551
Sm_t00000411-RA	NA	38.74	38.46	38.6	0.197989898732234
Sm_t00000416-RA	100	100	100	100	0
Sm_t00000417-RA	19.84	20.2	27.78	22.6066666666667	4.48385251021188
Sm_t00000418-RA	22.69	13.08	20.65	18.8066666666667	5.0632433610615
Sm_t00000419-RA	39.73	36.4	24.95	33.6933333333333	7.75284678897586
Sm_t00000420-RA	6	23.32	15.45	14.9233333333333	8.67200284440298
Sm_t00000421-RA	17.3	12.79	24.6	18.23	5.95967280981096
Sm_t00000422-RA	49.21	47.69	54.28	50.3933333333333	3.45068592215133
Sm_t00000423-RA	23.31	12.62	26.47	20.8	7.25814714648305
Sm_t00000424-RA	71.05	72.82	67.4	70.4233333333333	2.76380775983665
Sm_t00000425-RA	100	100	100	100	0
Sm_t00000426-RA	49.26	67.09	60.61	58.9866666666667	9.02516666512776
Sm_t00000427-RA	NA	20.63	20.39	20.51	0.16970562748477
Sm_t00000433-RA	38.46	43.02	40.42	40.6333333333333	2.28747313281126
Sm_t00000435-RA	25.23	21.55	20.83	22.5366666666667	2.36011299164539
Sm_t00000437-RA	18.19	26.1	NA	22.145	5.59321463918559
Sm_t00000438-RA	11.73	11.67	14.17	12.5233333333333	1.42637068580833
Sm_t00000441-RA	38.25	32.9	33.3	34.8166666666667	2.98007270604818
Sm_t00000444-RA	15.4	24.72	7.38	15.8333333333333	8.67811807555839
Sm_t00000445-RA	16.45	27.74	17.03	20.4066666666667	6.35747067105569
Sm_t00000450-RA	16.81	13.11	19.97	16.63	3.43354044682744
Sm_t00000451-RA	21.7	29.37	40.38	30.4833333333333	9.38963435567825
Sm_t00000452-RA	8.44	8.08	14.32	10.28	3.5033698063436
Sm_t00000454-RA	8.57	13.64	46.67	22.96	20.6893523339905
Sm_t00000455-RA	12.08	8.63	3.73	8.14666666666667	4.19593056822123
Sm_t00000456-RA	28.57	17.33	26.58	24.16	5.99805801905917
Sm_t00000457-RA	NA	33.33	100	66.665	47.1428091017071
Sm_t00000460-RA	24.43	20.81	31.25	25.4966666666667	5.30110680267181
Sm_t00000461-RA	51.95	46.46	56.99	51.8	5.26660232028202
Sm_t00000462-RA	17.56	13.13	13.81	14.8333333333333	2.38571442828628
Sm_t00000463-RA	NA	26.09	12.42	19.255	9.6661496988201
Sm_t00000464-RA	6.6	7.09	8.5	7.39666666666667	0.986424519835823
Sm_t00000466-RA	33.77	23.08	14.7	23.85	9.5582895959476
Sm_t00000468-RA	14.92	6.2	6.62	9.24666666666667	4.91773660674637
Sm_t00000470-RA	19.56	33.5	32.85	28.6366666666667	7.86733966047821
Sm_t00000472-RA	NA	16.59	11.15	13.87	3.84666088965482
Sm_t00000474-RA	45.06	46.1	43.63	44.93	1.24012096184203
Sm_t00000475-RA	13.11	13.08	21.13	15.7733333333333	4.63903366374219
Sm_t00000478-RA	16.59	20.73	13.54	16.9533333333333	3.6087440105019
Sm_t00000479-RA	34.14	38.77	39.89	37.6	3.04832741023664
Sm_t00000480-RA	29.36	37.21	23.49	30.02	6.88377076898992
Sm_t00000481-RA	13.68	7.49	NA	10.585	4.37699097554473
Sm_t00000483-RA	36.84	2.86	23.81	21.17	17.1431414857371
Sm_t00000486-RA	20.69	10.56	13.63	14.96	5.19431419919897
Sm_t00000488-RA	5.29	5.9	10.06	7.08333333333333	2.59584925088753
Sm_t00000489-RA	16.51	6.61	9.74	10.9533333333333	5.06029972761825
Sm_t00000491-RA	30.1	14.95	16.62	20.5566666666667	8.30684256100556
Sm_t00000494-RA	24.74	32.18	25.19	27.37	4.17165434809741
Sm_t00000495-RA	33.46	24.21	37.93	31.8666666666667	6.99740189880025
Sm_t00000498-RA	47.72	38.21	45.82	43.9166666666667	5.03259707639439
Sm_t00000499-RA	33.52	23.28	35.24	30.68	6.46603433334529
Sm_t00000500-RA	18.94	12.8	19.06	16.9333333333333	3.58007448712081
Sm_t00000501-RA	39.41	46.96	35.35	40.5733333333333	5.89177675521853
Sm_t00000502-RA	15.46	16.5	12.75	14.9033333333333	1.93598381535935
Sm_t00000504-RA	67.87	70.56	64.06	67.4966666666667	3.26604245736845
Sm_t00000506-RA	22.85	27.08	27.51	25.8133333333333	2.57531227879908
Sm_t00000507-RA	17.4	34.76	26.34	26.1666666666667	8.68129790603533
Sm_t00000508-RA	36.24	27.32	22.66	28.74	6.90046375253142
Sm_t00000509-RA	27.14	25.36	20.25	24.25	3.5766045350304
Sm_t00000511-RA	25.84	19.65	24.99	23.4933333333333	3.35544830586515
Sm_t00000512-RA	11.37	6.92	5.9	8.06333333333333	2.90871678465493
Sm_t00000513-RA	7.79	13.47	13.36	11.54	3.24806096001907
Sm_t00000514-RA	38.57	35.36	44.2	39.3766666666667	4.47486685090555
Sm_t00000520-RA	29.27	32.67	30.9	30.9466666666667	1.70048032430056
Sm_t00000522-RA	35.99	8.18	18.45	20.8733333333333	14.0624831851751
Sm_t00000525-RA	27.46	22.31	28.95	26.24	3.48406371927954
Sm_t00000526-RA	NA	71.79	39.11	55.45	23.1082496091764
Sm_t00000527-RA	37.98	47.42	45.46	43.62	4.98172660831564
Sm_t00000528-RA	25	36.71	20.99	27.5666666666667	8.16825766815258
Sm_t00000533-RA	15.5	19.1	21.16	18.5866666666667	2.8647047550024
Sm_t00000534-RA	15.83	13.19	10.75	13.2566666666667	2.54065608324569
Sm_t00000539-RA	52.28	50.11	50.4	50.93	1.17809167724757
Sm_t00000541-RA	79.81	80.43	100	86.7466666666667	11.4819089585893
Sm_t00000542-RA	48.24	39.83	38.49	42.1866666666667	5.28498186688785
Sm_t00000544-RA	NA	100	100	100	0
Sm_t00000546-RA	15.87	20.67	13.28	16.6066666666667	3.74967109668746
Sm_t00000548-RA	19.25	41.7	33.2	31.3833333333333	11.3347180526616
Sm_t00000550-RA	8.94	13.86	18.93	13.91	4.99518768416163
Sm_t00000552-RA	20.4	19.74	16.2	18.78	2.25858362696624
Sm_t00000553-RA	63.24	33	20.47	38.9033333333333	21.9876154535532
Sm_t00000556-RA	16.03	9.74	28.73	18.1666666666667	9.67362565604713
Sm_t00000557-RA	36.74	22.56	30.74	30.0133333333333	7.11787421449223
Sm_t00000558-RA	20.7	22.25	24.39	22.4466666666667	1.85284465979567
Sm_t00000561-RA	28.09	10.32	24.62	21.01	9.41898614501582
Sm_t00000562-RA	50.19	58.91	43.3	50.8	7.82285753417509
Sm_t00000563-RA	69.23	15.8	NA	42.515	37.7807153187972
Sm_t00000565-RA	50.34	25.28	20.06	31.8933333333333	16.1870853872256
Sm_t00000566-RA	28.57	21.43	46.67	32.2233333333333	13.0105546896869
Sm_t00000567-RA	9.68	20.93	20	16.87	6.24406117843187
Sm_t00000568-RA	20.97	21.4	21.43	21.2666666666667	0.257358375292768
Sm_t00000569-RA	41.78	29.33	34.61	35.24	6.24886389674155
Sm_t00000570-RA	38.23	24.15	41.45	34.61	9.20058693779913
Sm_t00000572-RA	37.2	34.98	35.47	35.8833333333333	1.1662904155198
Sm_t00000575-RA	9.95	9.96	13.87	11.26	2.26033183404561
Sm_t00000586-RA	15.15	6.98	NA	11.065	5.77706240229409
Sm_t00000596-RA	10.08	6.92	6.67	7.89	1.90071039351081
Sm_t00000597-RA	9.37	19.27	6.1	11.58	6.85749954429455
Sm_t00000599-RA	49.95	31.33	66.52	49.2666666666667	17.6049491147613
Sm_t00000601-RA	24.32	19.63	17.4	20.45	3.53212400688311
Sm_t00000602-RA	9.13	8.28	7.03	8.14666666666667	1.05633012516606
Sm_t00000603-RA	57.51	73.82	65.73	65.6866666666667	8.15508634738672
Sm_t00000604-RA	13.02	13.45	10.25	12.24	1.73674983805959
Sm_t00000605-RA	15.5	15.57	13.05	14.7066666666667	1.4351422693703
Sm_t00000607-RA	13.81	26.86	19.54	20.07	6.54112375666445
Sm_t00000608-RA	12.66	17.81	9.56	13.3433333333333	4.16723329480524
Sm_t00000609-RA	16.99	14.89	18	16.6266666666667	1.5865160992985
Sm_t00000611-RA	24.73	7.38	1.96	11.3566666666667	11.8944791114758
Sm_t00000612-RA	24.38	22.32	23.52	23.4066666666667	1.03466580755978
Sm_t00000613-RA	20.57	16.44	13.05	16.6866666666667	3.76606337351529
Sm_t00000615-RA	29.52	36.87	23.46	29.95	6.71533320096628
Sm_t00000616-RA	45.76	33.56	30.99	36.77	7.8908998219468
Sm_t00000617-RA	4.44	16.08	28.36	16.2933333333333	11.9614268937002
Sm_t00000618-RA	15.63	17.36	10.05	14.3466666666667	3.82023995755938
Sm_t00000619-RA	16.97	15.08	15.21	15.7533333333333	1.05566724555294
Sm_t00000620-RA	18.47	8.73	17.17	14.79	5.28821330885962
Sm_t00000621-RA	36.66	26.86	37.93	33.8166666666667	6.05802222951792
Sm_t00000624-RA	33.33	100	100	77.7766666666667	38.4919424468724
Sm_t00000625-RA	25.25	19.11	27.62	23.9933333333333	4.39197374005507
Sm_t00000627-RA	16.74	24.94	45.08	28.92	14.5831820944539
Sm_t00000628-RA	40.74	36.51	65	47.4166666666667	15.3737904673289
Sm_t00000629-RA	23.48	44.45	29.98	32.6366666666667	10.734460085786
Sm_t00000630-RA	49.52	41.63	45.45	45.5333333333333	3.94566006307352
Sm_t00000632-RA	50.4	60.01	65.23	58.5466666666667	7.52251509359292
Sm_t00000636-RA	7.02	33.78	14.7	18.5	13.7787662727836
Sm_t00000637-RA	36.41	20.29	37.92	31.54	9.77199570200479
Sm_t00000638-RA	10.92	18.83	25.28	18.3433333333333	7.19235937181488
Sm_t00000639-RA	20.34	19.44	23.68	21.1533333333333	2.23395016357423
Sm_t00000640-RA	10.11	2.8	10.63	7.84666666666667	4.37826830303184
Sm_t00000644-RA	17.83	15.09	10.71	14.5433333333333	3.59134143925822
Sm_t00000645-RA	29.5	23.19	22.24	24.9766666666667	3.94601486734824
Sm_t00000647-RA	16.08	10.03	22.26	16.1233333333333	6.11511515290868
Sm_t00000648-RA	25.51	22.01	27.47	24.9966666666667	2.76595974904432
Sm_t00000649-RA	16.48	16.98	12.44	15.3	2.48941760257294
Sm_t00000650-RA	28.04	31.58	28.48	29.3666666666667	1.92938677650007
Sm_t00000651-RA	50.94	44.67	51.96	49.19	3.94751820768442
Sm_t00000652-RA	NA	6.84	30	18.42	16.3765930522804
Sm_t00000653-RA	26.58	34.99	28.35	29.9733333333333	4.43378318519674
Sm_t00000654-RA	20.05	13.21	15.85	16.37	3.44952170597606
Sm_t00000655-RA	13.12	22.33	14.47	16.64	4.9737008353941
Sm_t00000656-RA	27.83	32.77	30.07	30.2233333333333	2.47356692517776
Sm_t00000657-RA	8.68	6.13	11.54	8.78333333333333	2.70647987861231
Sm_t00000658-RA	29.33	22.6	26.06	25.9966666666667	3.36544697378124
Sm_t00000659-RA	16.32	14.31	19.07	16.5666666666667	2.38956760384245
Sm_t00000660-RA	28.84	26.6	34.61	30.0166666666667	4.132606118823
Sm_t00000662-RA	39.4	39.46	53.26	44.04	7.98481058009518
Sm_t00000664-RA	27.88	22.22	24.77	24.9566666666667	2.83461343631426
Sm_t00000667-RA	26.85	24.77	25.98	25.8666666666667	1.04462114344548
Sm_t00000668-RA	48.13	28.47	26.92	34.5066666666667	11.8235795482304
