gene	bias1	bias2	bias3	mean	SD
Sm_t00000107-RA	4.14	6.07	11.11	7.10666666666667	3.59878220143055
Sm_t00000108-RA	73.1	68.42	NA	70.76	3.30925973595304
Sm_t00000111-RA	25.07	31.67	19.94	25.56	5.88033162330153
Sm_t00000114-RA	18.51	26.54	NA	22.525	5.67806745292797
Sm_t00000117-RA	37.88	28.18	15.88	27.3133333333333	11.0255763265842
Sm_t00000118-RA	10.88	8.46	16.15	11.83	3.9320350964863
Sm_t00000119-RA	11.7	12.23	20.33	14.7533333333333	4.83679990627412
Sm_t00000121-RA	60.88	58.79	37.57	52.4133333333333	12.8971094952836
Sm_t00000127-RA	19.48	12.28	7.41	13.0566666666667	6.07236637015038
Sm_t00000129-RA	13.39	19.31	24.88	19.1933333333333	5.74588838503963
Sm_t00000131-RA	24.64	22.22	12.82	19.8933333333333	6.24404783240274
Sm_t00000133-RA	40.13	21.35	38.98	33.4866666666667	10.5263779778865
Sm_t00000134-RA	17.56	11.41	20.39	16.4533333333333	4.59114727854959
Sm_t00000135-RA	9.42	7.58	11.05	9.35	1.73605875476609
Sm_t00000137-RA	27.37	20.25	33.21	26.9433333333333	6.49052642959979
Sm_t00000138-RA	19.04	32.86	27.48	26.46	6.96623284135694
Sm_t00000139-RA	22.53	13.6	25.7	20.61	6.2743366183207
Sm_t00000140-RA	39.19	43.2	46.53	42.9733333333333	3.67524602351099
Sm_t00000143-RA	18.66	24.35	18.91	20.64	3.21538489142435
Sm_t00000144-RA	22.83	22.59	31.15	25.5233333333333	4.8743136268949
Sm_t00000145-RA	41.47	40.5	41.21	41.06	0.502095608425327
Sm_t00000147-RA	19.44	14.12	14.46	16.0066666666667	2.97820975307874
Sm_t00000148-RA	6.84	35.22	17.47	19.8433333333333	14.3380833214671
Sm_t00000149-RA	70	64.19	32.56	55.5833333333333	20.1493035446224
Sm_t00000150-RA	25.4	29.9	NA	27.65	3.18198051533946
Sm_t00000151-RA	23.89	18.71	14.5	19.0333333333333	4.7033427828868
Sm_t00000155-RA	18.86	23.07	25.08	22.3366666666667	3.174182309404
Sm_t00000156-RA	54.59	44.57	40.42	46.5266666666667	7.28482212091231
Sm_t00000157-RA	9.72	10.19	23.69	14.5333333333333	7.93338725471871
Sm_t00000159-RA	12.24	13.01	10.4	11.8833333333333	1.34105679720634
Sm_t00000161-RA	71.4	60.62	NA	66.01	7.62261110119099
Sm_t00000164-RA	17.5	26.4	36.22	26.7066666666667	9.36376704822014
Sm_t00000165-RA	50.05	50.22	49.6	49.9566666666667	0.320364375880547
Sm_t00000166-RA	24.89	27.66	28.95	27.1666666666667	2.07447182032761
Sm_t00000170-RA	11.87	11.83	24.52	16.0733333333333	7.31505525155712
Sm_t00000175-RA	10.44	7.25	20.4	12.6966666666667	6.85930268564767
Sm_t00000177-RA	66.12	61.28	63.3	63.5666666666667	2.4309943096053
Sm_t00000178-RA	11.64	15.39	18.17	15.0666666666667	3.27698540328353
Sm_t00000182-RA	37.33	29.1	45.86	37.43	8.38044748208591
Sm_t00000183-RA	10.36	9.07	23.5	14.31	7.98486693690008
Sm_t00000184-RA	21.21	20.28	22.04	21.1766666666667	0.880473357537485
Sm_t00000185-RA	8.22	14.05	NA	11.135	4.12243253431757
Sm_t00000186-RA	12.51	8.43	18.25	13.0633333333333	4.93332882882677
Sm_t00000188-RA	21.03	18.19	24.03	21.0833333333333	2.9203652739569
Sm_t00000190-RA	30.91	16.49	24.05	23.8166666666667	7.21283115935299
Sm_t00000194-RA	15.52	15.55	14.82	15.2966666666667	0.413077878048841
Sm_t00000195-RA	9.02	12.74	13.08	11.6133333333333	2.25231732518607
Sm_t00000196-RA	14.65	17.74	NA	16.195	2.18495995386643
Sm_t00000197-RA	26.83	46.1	32.66	35.1966666666667	9.88226863292702
Sm_t00000198-RA	25.5	20.16	18.29	21.3166666666667	3.74158166198913
Sm_t00000200-RA	26.58	36.32	31.81	31.57	4.87443330039503
Sm_t00000201-RA	29.96	23.95	37.28	30.3966666666667	6.67571968654566
Sm_t00000204-RA	54.23	59.14	53.99	55.7866666666667	2.90655007411421
Sm_t00000205-RA	12.69	10.62	18.92	14.0766666666667	4.32025847992147
Sm_t00000206-RA	22.01	11.47	NA	16.74	7.45290547370621
Sm_t00000207-RA	42.11	28.96	NA	35.535	9.2984541726031
Sm_t00000208-RA	17.88	13.45	22.54	17.9566666666667	4.54548493929232
Sm_t00000209-RA	16.31	23.48	26.01	21.9333333333333	5.03156370657605
Sm_t00000210-RA	42.98	42.05	39.07	41.3666666666667	2.04260454648797
Sm_t00000211-RA	10.58	12.97	17.9	13.8166666666667	3.73272465276148
Sm_t00000212-RA	33.12	25.49	36.14	31.5833333333333	5.4887733905977
Sm_t00000214-RA	31.09	29.94	38.83	33.2866666666667	4.83498017920791
Sm_t00000215-RA	8.48	9.52	19.55	12.5166666666667	6.11320156164782
Sm_t00000216-RA	47.08	36.79	NA	41.935	7.27612877840957
Sm_t00000217-RA	50.05	49.74	45.85	48.5466666666667	2.34051988526766
Sm_t00000218-RA	100	100	100	100	0
Sm_t00000220-RA	100	100	100	100	0
Sm_t00000221-RA	12.3	8.76	11.81	10.9566666666667	1.91808063785998
Sm_t00000222-RA	40.01	34.86	NA	37.435	3.64159992311072
Sm_t00000224-RA	56.42	43.27	48.77	49.4866666666667	6.60422844345449
Sm_t00000225-RA	30.09	27.22	19.13	25.48	5.68340566913888
Sm_t00000226-RA	10.67	13.11	7.4	10.3933333333333	2.86503635811718
Sm_t00000228-RA	15.68	22.06	18.41	18.7166666666667	3.20103629053676
Sm_t00000229-RA	34.4	31.5	37.21	34.37	2.85511821121298
Sm_t00000230-RA	14.31	22.3	17.96	18.19	3.99996249982422
Sm_t00000231-RA	23.51	50.08	29.24	34.2766666666667	13.9827477032711
Sm_t00000233-RA	11.54	15.57	14.35	13.82	2.0666155907667
Sm_t00000234-RA	46.5	42.11	12.16	33.59	18.6882770741446
Sm_t00000235-RA	59.78	66.15	NA	62.965	4.50427019615831
Sm_t00000236-RA	10.07	9.07	20.67	13.27	6.42806347199528
Sm_t00000237-RA	29.55	30.74	45.51	35.2666666666667	8.89091858771259
Sm_t00000238-RA	17.81	17.26	13.32	16.13	2.44902021224816
Sm_t00000239-RA	16.11	18.68	16.41	17.0666666666667	1.40521647205451
Sm_t00000240-RA	16.58	12.72	21.46	16.92	4.379908674847
Sm_t00000241-RA	22.23	6.72	32.03	20.3266666666667	12.7618977167713
Sm_t00000242-RA	11.06	6.46	14.23	10.5833333333333	3.9068700174607
Sm_t00000243-RA	24.76	25.71	21.21	23.8933333333333	2.37188392071225
Sm_t00000245-RA	36.34	32.44	4.56	24.4466666666667	17.3324012569907
Sm_t00000249-RA	21.97	23.74	22.43	22.7133333333333	0.918386265867109
Sm_t00000250-RA	30.35	26.44	NA	28.395	2.7647875144394
Sm_t00000251-RA	39.29	34.31	NA	36.8	3.521391770309
Sm_t00000252-RA	3.81	2.36	12.78	6.31666666666667	5.64416808159833
Sm_t00000253-RA	16.17	22.92	18.15	19.08	3.46976944479024
Sm_t00000255-RA	14.45	20.17	19.82	18.1466666666667	3.20618672777075
Sm_t00000256-RA	1.43	9.47	14.57	8.49	6.62459055338517
Sm_t00000257-RA	25.87	36.22	NA	31.045	7.31855518528077
Sm_t00000258-RA	9.98	9.9	12.03	10.6366666666667	1.20732486652654
Sm_t00000260-RA	100	100	100	100	0
Sm_t00000261-RA	26.97	26.98	NA	26.975	0.00707106781186658
Sm_t00000262-RA	22.32	34.99	27.95	28.42	6.3480626966028
Sm_t00000263-RA	12.59	11.43	6.26	10.0933333333333	3.37004945562129
Sm_t00000264-RA	24.8	20.98	17.93	21.2366666666667	3.44218438398255
Sm_t00000265-RA	9.08	14.09	9.15	10.7733333333333	2.87253082373947
Sm_t00000266-RA	54.84	58.02	52.77	55.21	2.6444848269559
Sm_t00000267-RA	47.6	54.7	20.08	40.7933333333333	18.2861732829297
Sm_t00000269-RA	18.43	25.32	27.68	23.81	4.80631875763562
Sm_t00000271-RA	18.02	40.26	NA	29.14	15.7260548135888
Sm_t00000272-RA	19.6	11.54	26.17	19.1033333333333	7.32763490720801
Sm_t00000275-RA	17.09	24.39	33.71	25.0633333333333	8.33043416235513
Sm_t00000279-RA	26.15	24.79	24.54	25.16	0.866429454716308
Sm_t00000280-RA	20.77	27.68	26.87	25.1066666666667	3.7774374029669
Sm_t00000281-RA	23.84	22.52	45.29	30.55	12.7822650574927
Sm_t00000282-RA	29.14	25.04	20.63	24.9366666666667	4.25594094570558
Sm_t00000284-RA	100	100	65.9	88.6333333333333	19.6876441793662
Sm_t00000288-RA	15.26	22.71	14.18	17.3833333333333	4.64452724540758
Sm_t00000296-RA	8.77	10.32	13.7	10.93	2.52097203475167
Sm_t00000298-RA	14.03	8.06	22.85	14.98	7.44062497375053
Sm_t00000299-RA	22.45	40.88	44.74	36.0233333333333	11.9122388044118
Sm_t00000301-RA	15.87	12.35	12.37	13.53	2.02652411779381
Sm_t00000302-RA	18.95	7.09	14.66	13.5666666666667	6.0051172622467
Sm_t00000303-RA	45.64	40.07	42.58	42.7633333333333	2.78952206181155
Sm_t00000304-RA	33.07	22.64	39.17	31.6266666666667	8.35898518561514
Sm_t00000305-RA	5.68	3.21	3.01	3.96666666666667	1.48715612271655
Sm_t00000306-RA	68	61.54	67.5	65.68	3.59405063959872
Sm_t00000309-RA	14.29	18.8	22.8	18.63	4.25754624167489
Sm_t00000310-RA	31.76	32.97	39.12	34.6166666666667	3.94664836707469
Sm_t00000312-RA	40.44	57.33	52.4	50.0566666666667	8.68541497761237
Sm_t00000315-RA	20.71	20.08	36.82	25.87	9.48820847157144
Sm_t00000316-RA	11.39	14.89	14.29	13.5233333333333	1.87171935218219
Sm_t00000317-RA	31.98	31.19	32.87	32.0133333333333	0.84049588537561
Sm_t00000325-RA	37.06	21.46	28.1	28.8733333333333	7.8286993385449
Sm_t00000326-RA	15.27	13.05	NA	14.16	1.56977705423413
Sm_t00000328-RA	31.56	31.89	30.54	31.33	0.703775532396517
Sm_t00000330-RA	12.21	10.57	11.23	11.3366666666667	0.825186847528082
Sm_t00000334-RA	19.58	12.14	29.19	20.3033333333333	8.54798416782187
Sm_t00000336-RA	11.31	15.94	17.98	15.0766666666667	3.41778193179924
Sm_t00000338-RA	29.21	33.08	13.92	25.4033333333333	10.1313589085242
Sm_t00000343-RA	59.37	49.37	35.56	48.1	11.9556973866019
Sm_t00000344-RA	12.71	24.18	11.82	16.2366666666667	6.89350660646186
Sm_t00000347-RA	10.42	21.18	12.04	14.5466666666667	5.80145958646041
Sm_t00000348-RA	18.43	15.6	24.42	19.4833333333333	4.50335800634741
Sm_t00000350-RA	10.04	12.59	16.36	12.9966666666667	3.17956495975996
Sm_t00000351-RA	31.63	26.04	26.36	28.01	3.13909222546901
Sm_t00000354-RA	23.51	21.36	NA	22.435	1.52027957955108
Sm_t00000355-RA	50	50.51	NA	50.255	0.360624458405138
Sm_t00000357-RA	9.45	10.08	21.85	13.7933333333333	6.98438496457157
Sm_t00000358-RA	24.38	23.35	25.1	24.2766666666667	0.879564286071992
Sm_t00000359-RA	26.47	19.3	18.66	21.4766666666667	4.33617727189899
Sm_t00000360-RA	30.77	33.49	31.63	31.9633333333333	1.39029972787645
Sm_t00000361-RA	28.1	30.26	NA	29.18	1.52735064736294
Sm_t00000362-RA	28.9	39.6	22.43	30.31	8.67140703692313
Sm_t00000364-RA	12.03	39.76	14.96	22.25	15.2347070861241
Sm_t00000365-RA	34.77	33.28	28.8	32.2833333333333	3.10728713403402
Sm_t00000366-RA	15.73	13.95	NA	14.84	1.25865007051206
Sm_t00000368-RA	26.41	21.11	23.7	23.74	2.65022640542275
Sm_t00000369-RA	21.19	15.8	16.94	17.9766666666667	2.84060439578153
Sm_t00000370-RA	46.43	32.86	26.67	35.32	10.1070816757361
Sm_t00000371-RA	44.91	34.63	24.17	34.57	10.3701301824037
Sm_t00000372-RA	13.18	12.99	12.6	12.9233333333333	0.295691280448601
Sm_t00000373-RA	57.24	67.44	60.19	61.6233333333333	5.2488887712861
Sm_t00000377-RA	100	100	100	100	0
Sm_t00000378-RA	21.48	23.15	26.08	23.57	2.32858326026792
Sm_t00000379-RA	11.89	15.02	29.53	18.8133333333333	9.41193037231647
Sm_t00000381-RA	62.05	61.95	59.88	61.2933333333333	1.22500340135582
Sm_t00000384-RA	36.66	39.03	45.24	40.31	4.43090284253672
Sm_t00000390-RA	8.37	18.92	15.44	14.2433333333333	5.3758379191837
Sm_t00000391-RA	58.08	54.15	57.93	56.72	2.22694858494757
Sm_t00000392-RA	100	100	100	100	0
Sm_t00000393-RA	19.57	27.19	19.14	21.9666666666667	4.52864586088748
Sm_t00000394-RA	17.06	6.46	31.82	18.4466666666667	12.7367395095186
Sm_t00000395-RA	41.9	32.84	39.27	38.0033333333333	4.6609262312692
Sm_t00000396-RA	6.73	10.66	11.55	9.64666666666667	2.56480668537286
Sm_t00000397-RA	51.15	56.9	55.42	54.49	2.98568250153964
Sm_t00000398-RA	54.66	48.47	NA	51.565	4.37699097554473
Sm_t00000403-RA	45.41	34.89	48.67	42.99	7.20169424510649
Sm_t00000404-RA	8.65	23.53	14.16	15.4466666666667	7.52298034912583
Sm_t00000405-RA	5.33	5.68	13.09	8.03333333333333	4.38269703873463
Sm_t00000406-RA	21.95	14.09	17.55	17.8633333333333	3.93935696952349
Sm_t00000408-RA	9.34	11.16	16.8	12.4333333333333	3.88959295213951
Sm_t00000409-RA	14.81	9.4	34.32	19.51	13.1079784864029
Sm_t00000410-RA	16.17	26.94	22.76	21.9566666666667	5.42975444503095
Sm_t00000411-RA	36.76	45.01	NA	40.885	5.83363094478902
Sm_t00000412-RA	63	75.68	100	79.56	18.8026806599485
Sm_t00000416-RA	100	100	100	100	0
Sm_t00000417-RA	13.87	16.65	26.49	19.0033333333333	6.63096775239733
Sm_t00000418-RA	34.63	30.4	26.1	30.3766666666667	4.26504786999318
Sm_t00000419-RA	31.08	37.37	27.73	32.06	4.89414956861761
Sm_t00000420-RA	14.59	19.61	24.47	19.5566666666667	4.94021591970769
Sm_t00000421-RA	8.59	10.2	17.38	12.0566666666667	4.67989672250717
Sm_t00000422-RA	47.83	49.78	NA	48.805	1.37885822331377
Sm_t00000423-RA	14.91	21.89	21.83	19.5433333333333	4.01269651647534
Sm_t00000424-RA	69.37	70.04	69.32	69.5766666666667	0.402036482589997
Sm_t00000425-RA	100	100	100	100	0
Sm_t00000426-RA	69.87	64.91	55.96	63.58	7.04973049130249
Sm_t00000427-RA	46.61	54.38	NA	50.495	5.49421968981948
Sm_t00000433-RA	36.66	9.96	NA	23.31	18.8797510576808
Sm_t00000435-RA	21.28	23.11	28.93	24.44	3.99465893412692
Sm_t00000437-RA	50.07	43.75	NA	46.91	4.46891485709898
Sm_t00000438-RA	9.89	15.24	27.67	17.6	9.12191317652169
Sm_t00000444-RA	8.41	19.24	14.38	14.01	5.42447232456762
Sm_t00000445-RA	15.12	28.13	19.27	20.84	6.6455774767886
Sm_t00000450-RA	17.02	28.3	34.3	26.54	8.773414386657
Sm_t00000451-RA	20.04	27.29	27.86	25.0633333333333	4.35965977265811
Sm_t00000452-RA	10.04	5.98	12.48	9.5	3.28347377026222
Sm_t00000454-RA	11.54	51.52	21.74	28.2666666666667	20.773736624241
Sm_t00000455-RA	2.48	20.11	3.85	8.81333333333333	9.8071521520436
Sm_t00000456-RA	23.8	15.46	31.04	23.4333333333333	7.79646928637145
Sm_t00000457-RA	42.86	100	NA	71.43	40.4040814769993
Sm_t00000460-RA	5.87	6.33	22.92	11.7066666666667	9.71375485244163
Sm_t00000461-RA	50.78	53.63	NA	52.205	2.01525432638166
Sm_t00000462-RA	27.31	29.52	19.06	25.2966666666667	5.51298769573571
Sm_t00000464-RA	6.6	7.43	9.55	7.86	1.5212823538055
Sm_t00000466-RA	26.05	22.25	24.33	24.21	1.90283998276261
Sm_t00000468-RA	1.53	6.5	8.84	5.62333333333333	3.73301933203316
Sm_t00000470-RA	7.94	15.37	16.7	13.3366666666667	4.72072381455782
Sm_t00000472-RA	25.25	20.99	16.08	20.7733333333333	4.58883790663097
Sm_t00000474-RA	59.59	45.45	NA	52.52	9.99848988597778
Sm_t00000475-RA	8.05	9.23	16.43	11.2366666666667	4.53609229770882
Sm_t00000477-RA	38.02	16.32	36.8	30.38	12.191587263355
Sm_t00000478-RA	36.33	17.46	NA	26.895	13.3431049609901
Sm_t00000479-RA	48.58	47.84	45.14	47.1866666666667	1.8106720667568
Sm_t00000480-RA	22.2	21.81	25.62	23.21	2.09621086725549
Sm_t00000481-RA	23.02	12.45	19.49	18.32	5.38125450057884
Sm_t00000483-RA	4.08	1.3	14.29	6.55666666666667	6.83998781675328
Sm_t00000486-RA	17.24	19.22	26.72	21.06	5.00067995376629
Sm_t00000488-RA	12.13	8.43	9.59	10.05	1.892405876127
Sm_t00000489-RA	2.99	10.06	9.92	7.65666666666667	4.04205805665051
Sm_t00000491-RA	12.48	11.55	NA	12.015	0.657609306503489
Sm_t00000494-RA	32.17	26.01	NA	29.09	4.35577777210913
Sm_t00000495-RA	27.55	31.19	33.01	30.5833333333333	2.78009592160654
Sm_t00000498-RA	73.06	57.31	48.18	59.5166666666667	12.5859299749098
Sm_t00000499-RA	28.86	33.47	38.31	33.5466666666667	4.72546646727425
Sm_t00000500-RA	14.18	15.65	30.06	19.9633333333333	8.77480674051191
Sm_t00000501-RA	52.33	47	54.39	51.24	3.81367277044059
Sm_t00000502-RA	11.87	13.06	27.54	17.49	8.72386955427464
Sm_t00000503-RA	33.53	26.29	NA	29.91	5.11945309579061
Sm_t00000504-RA	64.46	55.87	61.15	60.4933333333333	4.3324858145565
Sm_t00000506-RA	17.82	22.79	NA	20.305	3.51432070249714
Sm_t00000507-RA	41.68	46	40.16	42.6133333333333	3.02980747463157
Sm_t00000508-RA	15.71	33.2	30.35	26.42	9.38395971858362
Sm_t00000509-RA	39.23	38.64	37.35	38.4066666666667	0.961474561979322
Sm_t00000511-RA	23.02	19.27	22.58	21.6233333333333	2.0498861757018
Sm_t00000512-RA	8.02	9.38	17.91	11.77	5.36069958121139
Sm_t00000513-RA	9.5	14.4	13.06	12.32	2.53242966338653
Sm_t00000514-RA	46.61	39.61	45.28	43.8333333333333	3.71747674281001
Sm_t00000522-RA	8.54	13.68	8.88	10.3666666666667	2.87446226855273
Sm_t00000525-RA	27.99	28.9	33.28	30.0566666666667	2.82832694951156
Sm_t00000526-RA	62.79	64.66	NA	63.725	1.32228968081884
Sm_t00000527-RA	47.48	36.4	71.68	51.8533333333333	18.0420102353738
Sm_t00000528-RA	54.13	100	69.81	74.6466666666667	23.3143568071979
Sm_t00000533-RA	19.84	19.5	NA	19.67	0.240416305603426
Sm_t00000534-RA	19.87	11.27	9.3	13.48	5.62088071390952
Sm_t00000539-RA	49.21	54.58	59.5	54.43	5.14663968041284
Sm_t00000541-RA	59.32	61.56	59.25	60.0433333333333	1.3139381010281
Sm_t00000542-RA	7.86	14.08	17.5	13.1466666666667	4.88730327822341
Sm_t00000544-RA	100	53.33	100	84.4433333333333	26.9449370630798
Sm_t00000546-RA	13.29	19.79	13.92	15.6666666666667	3.58477800335437
Sm_t00000547-RA	13.65	20.17	NA	16.91	4.61033621333629
Sm_t00000548-RA	47.57	32.44	42.25	40.7533333333333	7.67523506697569
Sm_t00000550-RA	29.57	29.35	NA	29.46	0.15556349186104
Sm_t00000552-RA	13.02	12.78	22.39	16.0633333333333	5.48036799251048
Sm_t00000553-RA	40.92	5.93	34.51	27.12	18.6288512796683
Sm_t00000554-RA	44.72	17.52	NA	31.12	19.2333044482741
Sm_t00000556-RA	23.73	24.52	42.24	30.1633333333333	10.4661565693111
Sm_t00000557-RA	30.81	25.87	NA	28.34	3.49310749906154
Sm_t00000558-RA	20.88	58.44	22.03	33.7833333333333	21.3610400807951
Sm_t00000559-RA	7.67	10.68	NA	9.175	2.12839141137151
Sm_t00000561-RA	13.51	8.86	33.92	18.7633333333333	13.3303800896048
Sm_t00000562-RA	49.21	45.73	25.06	40	13.0548956334396
Sm_t00000563-RA	37.72	45.45	NA	41.585	5.46593541857202
Sm_t00000565-RA	34.69	29.37	24.3	29.4533333333333	5.19550125910227
Sm_t00000566-RA	43.94	14.31	46.67	34.9733333333333	17.9469561021732
Sm_t00000567-RA	22.22	1.2	31.25	18.2233333333333	15.418515925125
Sm_t00000568-RA	12.43	15.46	15.29	14.3933333333333	1.70241984637554
Sm_t00000569-RA	45.37	50.78	NA	48.075	3.82544768621922
Sm_t00000570-RA	43.78	56.87	62.17	54.2733333333333	9.46599352066825
Sm_t00000572-RA	37.28	39.78	NA	38.53	1.76776695296637
Sm_t00000575-RA	19.01	20.24	18.87	19.3733333333333	0.753812531955612
Sm_t00000586-RA	0	22.22	NA	11.11	15.7119126779651
Sm_t00000596-RA	7.74	5.8	4.6	6.04666666666667	1.58446626134271
Sm_t00000597-RA	17.7	9.93	NA	13.815	5.49421968981947
Sm_t00000599-RA	18.7	14.28	22.66	18.5466666666667	4.19210368828508
Sm_t00000601-RA	9.8	13.04	12.47	11.77	1.72971095851301
Sm_t00000602-RA	5.99	9.24	17.21	10.8133333333333	5.77309564560759
Sm_t00000603-RA	60.21	60.1	61.13	60.48	0.565597029695172
Sm_t00000604-RA	8.86	6.08	8.12	7.68666666666667	1.43976849991008
Sm_t00000605-RA	3.7	5.8	12.25	7.25	4.45561443574284
Sm_t00000606-RA	56.75	57.19	NA	56.97	0.311126983722079
Sm_t00000607-RA	27.09	30.97	NA	29.03	2.7435743110038
Sm_t00000608-RA	6.35	14.24	14.96	11.85	4.77672481937153
Sm_t00000609-RA	8.32	12.67	11.55	10.8466666666667	2.25867955525642
Sm_t00000611-RA	5.43	11.54	9.2	8.72333333333333	3.08276391138428
Sm_t00000612-RA	15.32	8.97	21.67	15.32	6.35
Sm_t00000613-RA	15.99	12.81	21.33	16.71	4.30539196821846
Sm_t00000614-RA	61.23	51.34	NA	56.285	6.99328606593495
Sm_t00000615-RA	24.25	22.28	38.79	28.44	9.01732221892952
Sm_t00000616-RA	54.07	42.49	57.78	51.4466666666667	7.97542684333154
Sm_t00000617-RA	7.41	13.8	23.81	15.0066666666667	8.26631921312825
Sm_t00000618-RA	30.13	18.24	20.72	23.03	6.27256725751107
Sm_t00000619-RA	9.5	9.17	14.07	10.9133333333333	2.73872841540254
Sm_t00000620-RA	19.29	14.7	23.24	19.0766666666667	4.27399500857609
Sm_t00000621-RA	30.52	35.49	34.53	33.5133333333333	2.63636745036297
Sm_t00000625-RA	14.1	20.47	28.87	21.1466666666667	7.40821390979859
Sm_t00000626-RA	0	7.69	NA	3.845	5.43765114732455
Sm_t00000627-RA	33.98	38.31	48.17	40.1533333333333	7.27237466948268
Sm_t00000628-RA	63.64	59.32	36.84	53.2666666666667	14.3889587299892
Sm_t00000629-RA	27.27	36.68	34.7	32.8833333333333	4.96107179280177
Sm_t00000630-RA	44.63	42.58	36.44	41.2166666666667	4.26181103913974
Sm_t00000632-RA	47.01	48.23	39.36	44.8666666666667	4.80776801991666
Sm_t00000636-RA	4.09	15.31	19.68	13.0266666666667	8.04190483239719
Sm_t00000637-RA	14.43	13.13	19.27	15.61	3.23561431570575
Sm_t00000638-RA	14.39	39.6	24.48	26.1566666666667	12.688358181157
Sm_t00000639-RA	18.2	23.36	18.72	20.0933333333333	2.84093881196574
Sm_t00000640-RA	8.16	9.34	5.63	7.71	1.89549465839395
Sm_t00000644-RA	10.66	14.81	5.12	10.1966666666667	4.86158753220934
Sm_t00000645-RA	15.52	22.29	13.84	17.2166666666667	4.47321286474647
Sm_t00000646-RA	16.13	15.38	NA	15.755	0.530330085889909
Sm_t00000647-RA	11.53	9.72	10.51	10.5866666666667	0.907432274791531
Sm_t00000648-RA	21.14	23.83	22.61	22.5266666666667	1.34693479178961
Sm_t00000649-RA	14.84	11.77	20.32	15.6433333333333	4.33123923760087
Sm_t00000650-RA	23.07	31.42	42.83	32.44	9.91941026472844
