gene	bias1	bias2	bias3	mean	SD
Sm_t00000138-RA	28.07	28.9	27.4	28.1233333333333	0.751420876295923
Sm_t00000139-RA	31.39	8.65	11.88	17.3066666666667	12.3029847327115
Sm_t00000140-RA	27.89	19.13	22.49	23.17	4.41941172555805
Sm_t00000143-RA	29.72	22.7	19.6	24.0066666666667	5.18499116039105
Sm_t00000144-RA	28.47	22.84	23	24.77	3.20529249835331
Sm_t00000145-RA	42.88	36.82	43.27	40.99	3.61658678867244
Sm_t00000147-RA	17.63	19.17	18.34	18.38	0.770778826901727
Sm_t00000148-RA	23.7	31.47	27.06	27.41	3.8968063847207
Sm_t00000149-RA	51.58	71.88	65.25	62.9033333333333	10.351455614228
Sm_t00000150-RA	38.17	28.17	20.47	28.9366666666667	8.87487089107968
Sm_t00000151-RA	10.8	21.34	15.67	15.9366666666667	5.27505766161218
Sm_t00000155-RA	24.62	18.52	24.57	22.57	3.50749198145912
Sm_t00000156-RA	23.77	46.91	45.33	38.67	12.9279387374786
Sm_t00000157-RA	7.51	15.21	16.19	12.97	4.7538195169779
Sm_t00000159-RA	12.45	12.91	11.36	12.24	0.796052762070455
Sm_t00000161-RA	50.63	57.05	NA	53.84	4.53962553521763
Sm_t00000164-RA	28.9	23.9	27.46	26.7533333333333	2.57381688030313
Sm_t00000165-RA	40.58	48.54	51.39	46.8366666666667	5.60268090589972
Sm_t00000166-RA	21.86	29.04	19.77	23.5566666666667	4.8623279746777
Sm_t00000170-RA	14.67	17.82	19.14	17.21	2.29658442039477
Sm_t00000171-RA	NA	100	100	100	0
Sm_t00000175-RA	10.04	7.57	14.17	10.5933333333333	3.33461142164021
Sm_t00000177-RA	53.47	60.09	58.28	57.28	3.42141783475798
Sm_t00000178-RA	11.78	15.11	12.06	12.9833333333333	1.84706072811192
Sm_t00000182-RA	20.27	17.4	19.29	18.9866666666667	1.45884657635179
Sm_t00000183-RA	18.66	13.5	15.15	15.77	2.63527987128502
Sm_t00000184-RA	26.77	17.4	17.74	20.6366666666667	5.31434222960221
Sm_t00000185-RA	11.56	9.37	8.15	9.69333333333333	1.72784065623348
Sm_t00000186-RA	25.67	12.16	18.3	18.71	6.76432553917979
Sm_t00000188-RA	27.1	15	19.49	20.53	6.11667393278406
Sm_t00000190-RA	25.14	13.96	32.72	23.94	9.4373937080107
Sm_t00000194-RA	17.53	15.9	13.74	15.7233333333333	1.9011663086993
Sm_t00000195-RA	39.24	10.59	5.46	18.43	18.2036067854697
Sm_t00000197-RA	28.8	27.14	27.95	27.9633333333333	0.830080317399066
Sm_t00000198-RA	13.09	19.95	18.01	17.0166666666667	3.53623151579946
Sm_t00000200-RA	23.21	23.11	36.27	27.53	7.56922717323242
Sm_t00000201-RA	18.77	30.18	21.5	23.4833333333333	5.95795546587362
Sm_t00000204-RA	49.71	55.47	61.52	55.5666666666667	5.90559339383718
Sm_t00000205-RA	7.32	6.29	16.43	10.0133333333333	5.5808093797704
Sm_t00000206-RA	NA	36.18	20.52	28.35	11.0732921933813
Sm_t00000207-RA	44.13	37.83	13.04	31.6666666666667	16.435845987759
Sm_t00000208-RA	19.46	18.34	13.68	17.16	3.06535479186342
Sm_t00000209-RA	23.91	24.58	24.17	24.22	0.33778691508109
Sm_t00000210-RA	27.34	35.41	33.77	32.1733333333333	4.2653526622465
Sm_t00000211-RA	24.8	10.34	7.67	14.27	9.21644725477231
Sm_t00000212-RA	22.8	25.68	35.24	27.9066666666667	6.51206060577858
Sm_t00000214-RA	35.67	33.39	32.75	33.9366666666667	1.53483983963583
Sm_t00000215-RA	16.26	12.34	10.18	12.9266666666667	3.08216374213528
Sm_t00000216-RA	32.69	29.61	30.73	31.01	1.55897402159241
Sm_t00000217-RA	54.38	49.99	49.44	51.27	2.70734186980514
Sm_t00000218-RA	100	100	100	100	0
Sm_t00000220-RA	100	100	100	100	0
Sm_t00000221-RA	9.04	8.47	7.83	8.44666666666667	0.605337371499012
Sm_t00000222-RA	27.18	25.78	30.94	27.9666666666667	2.66843274851238
Sm_t00000224-RA	36.74	42.38	56.72	45.28	10.3008543335007
Sm_t00000225-RA	15.45	26.92	30.55	24.3066666666667	7.88191812526198
Sm_t00000226-RA	17.23	9	13.4	13.21	4.11828847945357
Sm_t00000228-RA	13.27	23.29	29.49	22.0166666666667	8.18462786773677
Sm_t00000229-RA	31.73	29.04	29.04	29.9366666666667	1.55307222412009
Sm_t00000230-RA	19.11	17.07	18.02	18.0666666666667	1.02080033960287
Sm_t00000231-RA	22.46	31.04	21.67	25.0566666666667	5.19675219087204
Sm_t00000233-RA	16.19	11.67	9.9	12.5866666666667	3.24364506895149
Sm_t00000234-RA	19.04	28.83	25.9	24.59	5.02474874993765
Sm_t00000235-RA	58.32	43.09	53.14	51.5166666666667	7.74368344738686
Sm_t00000236-RA	NA	13.28	12.76	13.02	0.367695526217004
Sm_t00000237-RA	34.72	45.55	40.06	40.11	5.41517312742631
Sm_t00000238-RA	7.38	10.38	13.09	10.2833333333333	2.85622711515267
Sm_t00000239-RA	19.17	10.42	20.94	16.8433333333333	5.63272876440304
Sm_t00000240-RA	23.52	12.56	18.38	18.1533333333333	5.48351468798373
Sm_t00000241-RA	27.51	7.57	11.04	15.3733333333333	10.6528978843005
Sm_t00000242-RA	14.98	11.09	14.31	13.46	2.07963939181773
Sm_t00000243-RA	20.76	24.23	23.59	22.86	1.84659145454537
Sm_t00000245-RA	35.61	36.49	32.72	34.94	1.97228294116235
Sm_t00000249-RA	21.18	11.99	17.47	16.88	4.62332131697549
Sm_t00000250-RA	34.35	34.07	34.97	34.4633333333333	0.460579345317756
Sm_t00000251-RA	NA	41.57	42.02	41.795	0.318198051533948
Sm_t00000252-RA	14.4	3.75	2.68	6.94333333333333	6.47978651911723
Sm_t00000253-RA	27.92	16.83	25.24	23.33	5.78645832958296
Sm_t00000255-RA	17	18.87	17.27	17.7133333333333	1.01075879087611
Sm_t00000256-RA	20.43	6.08	9.16	11.89	7.55448873187326
Sm_t00000257-RA	NA	22.62	46.47	34.545	16.8644967312992
Sm_t00000258-RA	11.05	19.53	17.34	15.9733333333333	4.40209419859836
Sm_t00000260-RA	100	100	100	100	0
Sm_t00000261-RA	26.88	41.37	32.75	33.6666666666667	7.28836287058578
Sm_t00000262-RA	15.14	23.71	20.52	19.79	4.33138545964221
Sm_t00000263-RA	13.48	5.97	6	8.48333333333333	4.32726626559232
Sm_t00000264-RA	24.51	25.89	35.68	28.6933333333333	6.08984674136659
Sm_t00000265-RA	9.72	15.77	25.05	16.8466666666667	7.72150460294711
Sm_t00000266-RA	60.86	56.75	59.19	58.9333333333333	2.06698653438607
Sm_t00000267-RA	66.16	52.39	51.79	56.78	8.12885600807395
Sm_t00000269-RA	28.66	21.69	19.74	23.3633333333333	4.6895237853468
Sm_t00000271-RA	20.74	13.29	24.15	19.3933333333333	5.55383050995737
Sm_t00000272-RA	28.13	14.34	12.63	18.3666666666667	8.49841357744687
Sm_t00000275-RA	21.2	25.88	22.35	23.1433333333333	2.4387770159105
Sm_t00000278-RA	NA	70.34	66.58	68.46	2.65872149726142
Sm_t00000279-RA	14.35	21.35	25.25	20.3166666666667	5.52298228616871
Sm_t00000280-RA	14.2	15.78	15.23	15.07	0.802059848141023
Sm_t00000281-RA	28.44	28.19	23.84	26.8233333333333	2.58666451889945
Sm_t00000282-RA	35.31	25.05	28.2	29.52	5.25582533956371
Sm_t00000284-RA	61.52	69.19	68.5	66.4033333333333	4.24313956090691
Sm_t00000286-RA	NA	35.2	41.8	38.5	4.66690475583121
Sm_t00000288-RA	11.81	23.78	18.1	17.8966666666667	5.9875899436529
Sm_t00000295-RA	NA	45.37	50.72	48.045	3.78302127934803
Sm_t00000296-RA	11.78	8.74	8.65	9.72333333333333	1.78169395052386
Sm_t00000298-RA	10.37	13.43	9.5	11.1	2.0641947582532
Sm_t00000299-RA	29.64	26	18.67	24.77	5.58747706930418
Sm_t00000301-RA	26.01	11.9	8.83	15.58	9.16214494537169
Sm_t00000302-RA	31.86	18.05	9.99	19.9666666666667	11.0602637099363
Sm_t00000303-RA	41.07	37.94	47.58	42.1966666666667	4.9177671084887
Sm_t00000304-RA	34.72	31.16	27.86	31.2466666666667	3.43082108733949
Sm_t00000305-RA	11.92	5.76	4.14	7.27333333333333	4.10484266852377
Sm_t00000306-RA	58.26	64.79	75.78	66.2766666666667	8.85410827431726
Sm_t00000309-RA	24.01	16.01	13.86	17.96	5.34859794712596
Sm_t00000310-RA	32.34	42.53	31.94	35.6033333333333	6.0020024436294
Sm_t00000311-RA	NA	25.53	18.46	21.995	4.99924494298889
Sm_t00000312-RA	52.82	52.31	54.97	53.3666666666667	1.41174832506836
Sm_t00000315-RA	29.64	21.29	20.21	23.7133333333333	5.16097213064877
Sm_t00000316-RA	16.67	33.33	27.27	25.7566666666667	8.43246899391473
Sm_t00000317-RA	30.98	26.42	29.8	29.0666666666667	2.36679811841512
Sm_t00000318-RA	NA	9.76	9.44	9.6	0.226274169979695
Sm_t00000325-RA	16.48	18.36	28.61	21.15	6.52857564863884
Sm_t00000326-RA	16.92	21.21	31.1	23.0766666666667	7.27196213778189
Sm_t00000328-RA	29.64	28.6	34.81	31.0166666666667	3.32602365195038
Sm_t00000330-RA	12.38	11.91	13.06	12.45	0.578186821018951
Sm_t00000331-RA	44.23	NA	57.47	50.85	9.36209378290989
Sm_t00000334-RA	14.82	13.23	14.3	14.1166666666667	0.810699286624414
Sm_t00000336-RA	19.78	34.61	22.89	25.76	7.82047952493963
Sm_t00000337-RA	NA	6.67	52.32	29.495	32.2794245611659
Sm_t00000338-RA	24.16	22.99	15.69	20.9466666666667	4.58984022960858
Sm_t00000343-RA	74.27	47.88	46.74	56.2966666666667	15.5757963948343
Sm_t00000344-RA	19.02	8.14	12.9	13.3533333333333	5.45414826836724
Sm_t00000347-RA	27.83	28.4	8.71	21.6466666666667	11.2071063764619
Sm_t00000348-RA	32.95	32.25	14.5	26.5666666666667	10.455899451187
Sm_t00000350-RA	12.8	6.52	9.51	9.61	3.14119404048843
Sm_t00000351-RA	27.7	13.81	9.65	17.0533333333333	9.45198568203176
Sm_t00000354-RA	NA	25.84	17.49	21.665	5.90434162290767
Sm_t00000355-RA	66.28	60.25	67.27	64.6	3.79959208336895
Sm_t00000357-RA	15.62	12.91	7.46	11.9966666666667	4.15596358662264
Sm_t00000358-RA	20.52	21.71	20.19	20.8066666666667	0.799520689746884
Sm_t00000359-RA	20.26	24.5	25.05	23.27	2.6212020143438
Sm_t00000360-RA	38.06	38.52	31.61	36.0633333333333	3.86355190638528
Sm_t00000361-RA	26.35	5.88	29.36	20.53	12.7762240118119
Sm_t00000362-RA	35.28	24.99	28.25	29.5066666666667	5.25884334557832
Sm_t00000364-RA	19.35	20.15	16.8	18.7666666666667	1.74952374471835
Sm_t00000365-RA	24.64	43.03	37.15	34.94	9.39207644772976
Sm_t00000366-RA	10.88	24.05	16.92	17.2833333333333	6.59251343065248
Sm_t00000368-RA	28.37	35.49	29.16	31.0066666666667	3.90272127282148
Sm_t00000369-RA	23.83	6.88	17.55	16.0866666666667	8.56922594715143
Sm_t00000370-RA	17.28	49.73	14.29	27.1	19.6550934874398
Sm_t00000371-RA	32.11	23.2	43.73	33.0133333333333	10.2947672792217
Sm_t00000372-RA	22.64	17.05	22.81	20.8333333333333	3.27756515317901
Sm_t00000373-RA	48.95	68.82	68.82	62.1966666666667	11.4719498487979
Sm_t00000377-RA	100	100	100	100	0
Sm_t00000378-RA	38.51	28.95	19.35	28.9366666666667	9.58000695893971
Sm_t00000379-RA	14.33	17.13	9.44	13.6333333333333	3.89204744746686
Sm_t00000381-RA	45.54	52.54	54.83	50.97	4.83990702390036
Sm_t00000384-RA	44.75	29.94	47.67	40.7866666666667	9.50627336727349
Sm_t00000390-RA	18.35	6.89	3.94	9.72666666666667	7.61229487955724
Sm_t00000391-RA	56.89	66.89	61.47	61.75	5.00587654661998
Sm_t00000392-RA	81.82	100	80.69	87.5033333333333	10.8371690645359
Sm_t00000393-RA	20.38	26.62	24.37	23.79	3.16017404583988
Sm_t00000394-RA	19.65	18.26	22.74	20.2166666666667	2.29312741323576
Sm_t00000395-RA	27.17	25.3	18.15	23.54	4.76059870184413
Sm_t00000396-RA	30.77	7.99	11.23	16.6633333333333	12.3236736946956
Sm_t00000397-RA	48.61	53.85	60.78	54.4133333333333	6.104525643597
Sm_t00000398-RA	64.71	59.81	34.9	53.14	15.9851712533836
Sm_t00000403-RA	36.71	27.72	22.15	28.86	7.34663868718205
Sm_t00000404-RA	24.32	9.09	9.35	14.2533333333333	8.71895827110862
Sm_t00000405-RA	18.13	7.46	4.37	9.98666666666667	7.2195867841126
Sm_t00000406-RA	16.34	14.77	17.82	16.31	1.52522129541913
Sm_t00000408-RA	11.84	11.83	12.32	11.9966666666667	0.280059517483933
Sm_t00000409-RA	14.8	9.34	9.2	11.1133333333333	3.19351426070612
Sm_t00000410-RA	16.79	27.15	29.26	24.4	6.67436139267271
Sm_t00000411-RA	31.42	44.51	45.19	40.3733333333333	7.76126493126818
Sm_t00000412-RA	47.97	66.59	70.27	61.61	11.9550324131723
Sm_t00000416-RA	100	100	100	100	0
Sm_t00000417-RA	28.63	21.54	18.21	22.7933333333333	5.32186370863942
Sm_t00000418-RA	17.4	26.31	29.8	24.5033333333333	6.39437513235917
Sm_t00000419-RA	36.15	49.16	49.09	44.8	7.49120150576662
Sm_t00000420-RA	26.71	26.12	14.11	22.3133333333333	7.11041724045315
Sm_t00000421-RA	11.03	9.11	16.83	12.3233333333333	4.0192204882705
Sm_t00000422-RA	31.82	48.6	27.81	36.0766666666667	11.0292988595528
Sm_t00000423-RA	17.43	19.86	17.47	18.2533333333333	1.39155787997961
Sm_t00000424-RA	65.55	75.33	71.03	70.6366666666667	4.9018499909048
Sm_t00000425-RA	100	100	100	100	0
Sm_t00000426-RA	62.51	58.66	60.38	60.5166666666667	1.92863509595085
Sm_t00000427-RA	NA	59.48	51.8	55.64	5.43058007951269
Sm_t00000433-RA	13.98	33.29	20.49	22.5866666666667	9.82425739347933
Sm_t00000435-RA	25.63	29.55	24.93	26.7033333333333	2.49000669343143
Sm_t00000437-RA	31.75	32.04	38.56	34.1166666666667	3.8507704856734
Sm_t00000438-RA	13.16	15.67	9.36	12.73	3.17690100569722
Sm_t00000441-RA	57.51	NA	51.79	54.65	4.04465078838705
Sm_t00000444-RA	16.89	13.57	13	14.4866666666667	2.10076970021308
Sm_t00000445-RA	17.32	17.28	14.94	16.5133333333333	1.36269341134877
Sm_t00000448-RA	NA	38.46	11.11	24.785	19.3393704654521
Sm_t00000450-RA	41.68	28.12	28.46	32.7533333333333	7.73258904464302
Sm_t00000451-RA	33.4	17.84	13.66	21.6333333333333	10.4023522980782
Sm_t00000452-RA	7.88	10.3	9.06	9.08	1.21012396059247
Sm_t00000454-RA	6.25	16.13	6.38	9.58666666666667	5.66706567222697
Sm_t00000455-RA	0.66	6.98	2.55	3.39666666666667	3.24395334943851
Sm_t00000456-RA	18.7	11.51	13.65	14.62	3.69184235849799
Sm_t00000457-RA	NA	100	100	100	0
Sm_t00000460-RA	28.04	12.18	6.28	15.5	11.2534972341935
Sm_t00000461-RA	43.75	51.56	36.29	43.8666666666667	7.63566849289133
Sm_t00000462-RA	13.54	24.28	20.95	19.59	5.4976449503401
Sm_t00000463-RA	NA	50.92	48.49	49.705	1.71826947828331
Sm_t00000464-RA	6.35	7.36	7.02	6.91	0.513906606301184
Sm_t00000466-RA	27.34	21.7	32.1	27.0466666666667	5.20620143034567
Sm_t00000468-RA	6.54	10.62	4.38	7.18	3.16884837125414
Sm_t00000470-RA	9.4	16.5	20.38	15.4266666666667	5.56813553474889
Sm_t00000472-RA	12.56	14.78	30.65	19.33	9.86604784095435
Sm_t00000474-RA	49.42	54.69	54.77	52.96	3.06599086756631
Sm_t00000475-RA	22.96	13.62	13.19	16.59	5.52076987384912
Sm_t00000477-RA	NA	28.15	36.43	32.29	5.85484414822461
Sm_t00000478-RA	33.07	24.9	10.73	22.9	11.3034906113112
Sm_t00000479-RA	44.55	53.52	45.99	48.02	4.81725025299704
Sm_t00000480-RA	27.75	26.01	20.33	24.6966666666667	3.8804295294894
Sm_t00000481-RA	NA	23.28	10.18	16.73	9.26309883354377
Sm_t00000483-RA	7.14	1.89	22.22	10.4166666666667	10.5536549750943
Sm_t00000486-RA	16.74	14.3	8.59	13.21	4.1829056886332
Sm_t00000488-RA	12.19	2.87	4.63	6.56333333333333	4.95165965443237
Sm_t00000489-RA	12.96	7.51	6.37	8.94666666666667	3.52207798512942
Sm_t00000490-RA	NA	55	47.74	51.37	5.13359523141433
Sm_t00000491-RA	34.38	33.13	24.5	30.67	5.37980482917364
Sm_t00000494-RA	29.67	18.71	14.52	20.9666666666667	7.82304501670119
Sm_t00000495-RA	29.41	24.43	27.23	27.0233333333333	2.49642410926776
Sm_t00000498-RA	56.23	59	60	58.41	1.95302329735208
Sm_t00000499-RA	34.8	33.94	35.23	34.6566666666667	0.656835849610337
Sm_t00000500-RA	24.75	9.46	17.67	17.2933333333333	7.65195617690884
Sm_t00000501-RA	56.27	41.49	45.81	47.8566666666667	7.59958770811505
Sm_t00000502-RA	12.9	13.75	17.11	14.5866666666667	2.22621502405615
Sm_t00000503-RA	25.41	26.8	36.53	29.58	6.05886953152154
Sm_t00000504-RA	42.58	48.27	45.75	45.5333333333333	2.85118104183746
Sm_t00000506-RA	14.12	20.42	15.05	16.53	3.40077932244949
Sm_t00000507-RA	31.72	50.35	48.71	43.5933333333333	10.3152524609596
Sm_t00000508-RA	20.03	16.91	16.22	17.72	2.03004926048606
Sm_t00000509-RA	30.66	30.24	36.48	32.46	3.48774999104007
Sm_t00000511-RA	28.81	19.92	22.3	23.6766666666667	4.60211183407502
Sm_t00000512-RA	7.11	9.27	10.04	8.80666666666667	1.51895797615778
Sm_t00000513-RA	9.13	19.36	8.37	12.2866666666667	6.13746147306306
Sm_t00000514-RA	35.76	47.09	43.26	42.0366666666667	5.76321380250059
Sm_t00000516-RA	NA	46.72	56.44	51.58	6.87307791313324
Sm_t00000520-RA	27.16	25.68	57.01	36.6166666666667	17.676640895072
Sm_t00000522-RA	8.69	6.29	12.37	9.11666666666667	3.06237380692386
Sm_t00000525-RA	33.22	28.09	29.94	30.4166666666667	2.5980056453621
Sm_t00000526-RA	56.71	56.92	58.28	57.3033333333333	0.85231058501777
Sm_t00000527-RA	51	54.79	68.63	58.14	9.28014547299771
Sm_t00000528-RA	47.37	73.58	63.27	61.4066666666667	13.2039779359606
Sm_t00000530-RA	73.4	NA	62.69	68.045	7.57311362650793
Sm_t00000533-RA	17.04	31.64	12.78	20.4866666666667	9.89113407720941
Sm_t00000534-RA	18.14	18.94	17.64	18.24	0.6557438524302
Sm_t00000539-RA	57.28	52.92	54.33	54.8433333333333	2.22486703722567
Sm_t00000541-RA	60.25	62.63	65.78	62.8866666666667	2.77392021034011
Sm_t00000542-RA	14.26	7.73	7.11	9.7	3.96122455813856
Sm_t00000544-RA	100	100	100	100	0
Sm_t00000546-RA	18.68	10.62	21.37	16.89	5.59407722506581
Sm_t00000547-RA	NA	10.68	19	14.84	5.88312841947208
Sm_t00000548-RA	29.59	39.86	47.33	38.9266666666667	8.90675212034855
Sm_t00000550-RA	43.74	18.97	24.85	29.1866666666667	12.9419176837644
Sm_t00000552-RA	33.11	25.65	16.88	25.2133333333333	8.12380657902029
Sm_t00000553-RA	28.8	39.7	16.46	28.32	11.6274330787152
Sm_t00000554-RA	NA	29.56	26.33	27.945	2.28395490323255
Sm_t00000556-RA	33.69	17.77	17.44	22.9666666666667	9.28814477349128
Sm_t00000557-RA	30.55	31.28	37.77	33.2	3.97453141892224
Sm_t00000558-RA	21.53	58.15	59.6	46.4266666666667	21.5733315306963
Sm_t00000559-RA	NA	14.78	20.63	17.705	4.1365746699413
Sm_t00000561-RA	16.93	1.6	7.64	8.72333333333333	7.72220391684481
Sm_t00000562-RA	34.79	37.92	32.09	34.9333333333333	2.91764174177251
Sm_t00000565-RA	25.38	30.09	33.97	29.8133333333333	4.30167796718133
Sm_t00000566-RA	16.78	48.23	55.73	40.2466666666667	20.6658131544184
Sm_t00000567-RA	24	11.11	15.29	16.8	6.57632876307138
Sm_t00000568-RA	20.91	13.44	14.35	16.2333333333333	4.07558993684759
Sm_t00000569-RA	67.53	54.79	40.57	54.2966666666667	13.4867688247902
Sm_t00000570-RA	53.35	49.1	47.32	49.9233333333333	3.09816612423113
Sm_t00000572-RA	34.85	40.38	37.64	37.6233333333333	2.76503767304052
Sm_t00000575-RA	16.58	17.48	16.19	16.75	0.661588996280923
Sm_t00000586-RA	30	35.14	21.21	28.7833333333333	7.04424824472657
Sm_t00000596-RA	5.95	8.8	7.88	7.54333333333333	1.45452168541185
Sm_t00000597-RA	NA	20.55	11.16	15.855	6.63973267534168
Sm_t00000599-RA	28.65	17.54	30.18	25.4566666666667	6.8985819798951
Sm_t00000601-RA	21.05	13.51	23.89	19.4833333333333	5.36441360572927
Sm_t00000602-RA	6.03	4.09	7	5.70666666666667	1.48169947470239
Sm_t00000603-RA	62.14	51.1	64.04	59.0933333333333	6.98731231113462
Sm_t00000604-RA	17.79	9.39	9.16	12.1133333333333	4.91748241820277
Sm_t00000605-RA	14.62	9.16	3.84	9.20666666666667	5.390151513022
Sm_t00000606-RA	44.21	46.56	56.18	48.9833333333333	6.34228928174467
Sm_t00000607-RA	NA	38.2	34.01	36.105	2.96277741317164
Sm_t00000608-RA	7.18	15.38	17.71	13.4233333333333	5.5309703789962
Sm_t00000609-RA	16.42	7.62	9.21	11.0833333333333	4.68956643340654
Sm_t00000610-RA	NA	32.14	31.53	31.835	0.431335136523794
Sm_t00000611-RA	11.37	6.6	16.55	11.5066666666667	4.97640767354659
Sm_t00000612-RA	16.13	10.91	12.22	13.0866666666667	2.71577490476168
Sm_t00000613-RA	11.46	7.44	6.75	8.55	2.54363912534778
Sm_t00000614-RA	NA	51.73	40.1	45.915	8.22365186519954
Sm_t00000615-RA	37.68	21.2	29.59	29.49	8.24045508452051
Sm_t00000616-RA	38.17	51.38	41.13	43.56	6.93214973871742
Sm_t00000617-RA	18.37	16.05	8.63	14.35	5.08767137303502
Sm_t00000618-RA	22.1	20.53	11.98	18.2033333333333	5.44643308352662
Sm_t00000619-RA	12.63	13.2	13.67	13.1666666666667	0.520800665642175
Sm_t00000620-RA	18.5	14.18	12.44	15.04	3.12019230176603
Sm_t00000621-RA	22.88	24.66	18.42	21.9866666666667	3.21448803596052
Sm_t00000625-RA	22.81	17.04	13.8	17.8833333333333	4.56381784620435
Sm_t00000627-RA	44.79	46.79	29.88	40.4866666666667	9.23991522327631
