gene	bias1	bias2	bias3	mean	SD
Sm_t00000086-RA	24.83	23.1	29.15	25.6933333333333	3.11602845515463
Sm_t00000087-RA	68.6	61.23	74.33	68.0533333333333	6.567087126979
Sm_t00000088-RA	36.95	10.79	34.38	27.3733333333333	14.4189608964493
Sm_t00000091-RA	20.43	14.2	14.38	16.3366666666667	3.54607294529221
Sm_t00000092-RA	16.07	16.23	12.85	15.05	1.90693471309324
Sm_t00000096-RA	7.85	9.13	8.82	8.6	0.667757440991863
Sm_t00000097-RA	26.33	30.44	28.9	28.5566666666667	2.07639912669345
Sm_t00000098-RA	20.32	20.25	21.63	20.7333333333333	0.777324471075839
Sm_t00000099-RA	28.72	25.72	28.38	27.6066666666667	1.64272131943715
Sm_t00000100-RA	35.03	29.12	31.28	31.81	2.99043475100193
Sm_t00000103-RA	10.3	13	10.55	11.2833333333333	1.49192269683564
Sm_t00000104-RA	32.72	34.51	28.73	31.9866666666667	2.95895814998004
Sm_t00000105-RA	54.82	45.16	42.63	47.5366666666667	6.43315112004477
Sm_t00000106-RA	22.91	8.36	25.1	18.79	9.09877464277471
Sm_t00000107-RA	4.91	7.04	12.51	8.15333333333333	3.92041239327361
Sm_t00000108-RA	62.32	74.66	71.16	69.38	6.35965407864296
Sm_t00000111-RA	32.9	33.7	31.78	32.7933333333333	0.964434203734674
Sm_t00000114-RA	26.82	30.05	NA	28.435	2.28395490323255
Sm_t00000117-RA	12.28	44.59	36.39	31.0866666666667	16.7951788717278
Sm_t00000118-RA	9.7	13.09	19.9	14.23	5.1946799708933
Sm_t00000119-RA	10	12.42	12.38	11.6	1.3857849761056
Sm_t00000121-RA	54.99	63.02	67.79	61.9333333333333	6.46882008818713
Sm_t00000127-RA	12.33	19.05	23.94	18.44	5.82898790528853
Sm_t00000129-RA	22.59	16.05	16.43	18.3566666666667	3.67109429643714
Sm_t00000131-RA	46.84	16.13	16.67	26.5466666666667	17.5766160944971
Sm_t00000133-RA	44.19	58.9	46.43	49.84	7.92572394169769
Sm_t00000134-RA	14.08	5.14	5.66	8.29333333333333	5.01814042582841
Sm_t00000135-RA	9.17	8.34	9.41	8.97333333333333	0.561456439390745
Sm_t00000137-RA	33.4	27.24	25.84	28.8266666666667	4.02200613293085
Sm_t00000138-RA	28.68	32.51	20.55	27.2466666666667	6.10747356386692
Sm_t00000139-RA	16.83	9.25	8.99	11.69	4.45326846260137
Sm_t00000140-RA	40.21	47.89	43.18	43.76	3.87271222788371
Sm_t00000143-RA	27.59	26.38	14.85	22.94	7.03221871104703
Sm_t00000144-RA	20.42	28.26	30.4	26.36	5.25429348247697
Sm_t00000145-RA	40.13	42.44	39.39	40.6533333333333	1.59092216444845
Sm_t00000147-RA	18.16	19.84	14.28	17.4266666666667	2.85161942294783
Sm_t00000148-RA	7.17	26.72	17.49	17.1266666666667	9.78006305364814
Sm_t00000149-RA	53.46	69.34	60	60.9333333333333	7.98103585591077
Sm_t00000150-RA	35.56	30.66	27.35	31.19	4.13058107292424
Sm_t00000151-RA	21.63	18.18	28.46	22.7566666666667	5.23179064311
Sm_t00000155-RA	13.14	23.7	17.37	18.07	5.31468719681601
Sm_t00000156-RA	44.8	41.08	28.89	38.2566666666667	8.32228534318148
Sm_t00000157-RA	8.66	16.74	6.24	10.5466666666667	5.49837551767186
Sm_t00000159-RA	12.79	6.53	13.39	10.9033333333333	3.79928063366387
Sm_t00000164-RA	24.08	27.88	30.15	27.37	3.06696918797695
Sm_t00000165-RA	47.1	43.86	48.64	46.5333333333333	2.43986338415358
Sm_t00000166-RA	28.43	23.58	23.83	25.28	2.73084236088428
Sm_t00000170-RA	20.92	12.51	21.41	18.28	5.00296911843357
Sm_t00000175-RA	7.48	7.03	8.52	7.67666666666667	0.764220736000622
Sm_t00000177-RA	62.54	61.02	62.01	61.8566666666667	0.771513663737286
Sm_t00000178-RA	15.25	12.75	15.68	14.56	1.58218203756711
Sm_t00000179-RA	31.14	27.44	35.19	31.2566666666667	3.87631698050267
Sm_t00000182-RA	24.11	18.27	NA	21.19	4.12950360212944
Sm_t00000183-RA	10.6	10.25	12.77	11.2066666666667	1.36514956445561
Sm_t00000184-RA	21.01	18.4	20.69	20.0333333333333	1.42352847998673
Sm_t00000185-RA	11.42	6.61	10.78	9.60333333333333	2.6119788156364
Sm_t00000186-RA	14.59	14.85	14.92	14.7866666666667	0.173877351409933
Sm_t00000188-RA	16.56	20.47	23.07	20.0333333333333	3.27689385445018
Sm_t00000190-RA	23.79	19.25	36.89	26.6433333333333	9.15961425679779
Sm_t00000194-RA	22.02	11.69	16.33	16.68	5.17388635360306
Sm_t00000195-RA	8.06	7.3	8.32	7.89333333333333	0.530031445608026
Sm_t00000197-RA	34.15	37.7	35.85	35.9	1.77552809045647
Sm_t00000198-RA	26.82	34.45	25.3	28.8566666666667	4.9032268286643
Sm_t00000200-RA	40.79	34.5	36.22	37.17	3.25083066307675
Sm_t00000201-RA	18.43	20.28	31	23.2366666666667	6.78657743883714
Sm_t00000204-RA	53.12	50.97	53.5	52.53	1.36429468957407
Sm_t00000205-RA	12.16	12.95	13.17	12.76	0.53113086899558
Sm_t00000206-RA	20.79	15.11	39.38	25.0933333333333	12.6943780207355
Sm_t00000207-RA	31.14	44.82	38.22	38.06	6.84140336480754
Sm_t00000208-RA	11.79	17.41	16.66	15.2866666666667	3.05133304202169
Sm_t00000209-RA	23.16	22.68	21.52	22.4533333333333	0.843168626867327
Sm_t00000210-RA	37.81	37.99	39.49	38.43	0.922388204608016
Sm_t00000211-RA	12.65	13.46	10.09	12.0666666666667	1.7591001487503
Sm_t00000212-RA	32.32	25.05	29.14	28.8366666666667	3.64447984400152
Sm_t00000214-RA	36.81	33.33	33.42	34.52	1.9837086479622
Sm_t00000215-RA	10.32	8.77	16.99	12.0266666666667	4.36768054387375
Sm_t00000216-RA	24.7	31.09	44.86	33.55	10.3026744100743
Sm_t00000217-RA	51.23	51.44	55.78	52.8166666666667	2.56846906411842
Sm_t00000218-RA	100	100	100	100	0
Sm_t00000220-RA	100	100	100	100	0
Sm_t00000221-RA	15.03	8.11	10.56	11.2333333333333	3.50879371484465
Sm_t00000222-RA	57.68	35.06	53.71	48.8166666666667	12.0778571498976
Sm_t00000224-RA	60.24	57.55	51.61	56.4666666666667	4.41581627033251
Sm_t00000225-RA	28.57	31.77	38.19	32.8433333333333	4.8989930938238
Sm_t00000226-RA	25.15	15.68	17.82	19.55	4.96637694904444
Sm_t00000228-RA	9.63	26.18	23.71	19.84	8.92795049269428
Sm_t00000229-RA	35.19	33.59	30.11	32.9633333333333	2.59733196440758
Sm_t00000230-RA	13.12	18.54	17.61	16.4233333333333	2.89831560278265
Sm_t00000231-RA	19.62	32.59	17.44	23.2166666666667	8.1903988506869
Sm_t00000233-RA	9.37	22.28	15.02	15.5566666666667	6.47171023249136
Sm_t00000234-RA	48.27	48.64	37.04	44.65	6.59304937035967
Sm_t00000235-RA	55.34	48.77	39.79	47.9666666666667	7.80606388222216
Sm_t00000236-RA	11.67	18.3	6.94	12.3033333333333	5.7064203607282
Sm_t00000237-RA	34.93	27.73	36.39	33.0166666666667	4.63621972444505
Sm_t00000238-RA	21.83	17.78	22.54	20.7166666666667	2.56788499223258
Sm_t00000239-RA	18.58	13.04	15.3	15.64	2.78560585869573
Sm_t00000240-RA	13.1	15.27	18.05	15.4733333333333	2.48125640217478
Sm_t00000241-RA	15.71	20.89	15.29	17.2966666666667	3.11899556481463
Sm_t00000242-RA	4.07	6.39	10.96	7.14	3.50569536611497
Sm_t00000243-RA	26.87	23.04	23.02	24.31	2.21704758631835
Sm_t00000245-RA	5.6	35.87	39.36	26.9433333333333	18.5660559444739
Sm_t00000249-RA	18.86	16.41	24.46	19.91	4.12643914289306
Sm_t00000250-RA	27.3	24.38	26.12	25.9333333333333	1.46892250759982
Sm_t00000251-RA	40.19	53	36.8	43.33	8.54427878758647
Sm_t00000252-RA	5.13	4.36	4.23	4.57333333333333	0.486449723335653
Sm_t00000253-RA	28.24	15.15	14.95	19.4466666666667	7.61590659956734
Sm_t00000255-RA	16.55	19.07	21.38	19	2.41576074974323
Sm_t00000256-RA	9.24	5.2	8.57	7.67	2.16515588353356
Sm_t00000257-RA	22.6	NA	28.3	25.45	4.03050865276332
Sm_t00000258-RA	6.55	3.07	8.05	5.89	2.55476026272525
Sm_t00000260-RA	100	100	100	100	0
Sm_t00000261-RA	32.44	27.53	19.8	26.59	6.37221311633564
Sm_t00000262-RA	32.29	26.9	22.25	27.1466666666667	5.02454309697243
Sm_t00000263-RA	7.62	7.39	8.52	7.84333333333333	0.597187854308285
Sm_t00000264-RA	18.43	26.87	26.21	23.8366666666667	4.69392515208044
Sm_t00000265-RA	21.62	13.7	8.29	14.5366666666667	6.70426978375224
Sm_t00000266-RA	55.4	57.22	56.66	56.4266666666667	0.932165936587115
Sm_t00000267-RA	44.71	52.06	46.53	47.7666666666667	3.82787582522387
Sm_t00000269-RA	20.8	22.94	18.18	20.64	2.38403020115098
Sm_t00000271-RA	24.66	29.23	29.46	27.7833333333333	2.7073295575776
Sm_t00000272-RA	19.22	29.27	14.04	20.8433333333333	7.74368344738687
Sm_t00000275-RA	14.26	20.28	14.69	16.41	3.35840736063986
Sm_t00000278-RA	69.57	70.77	76.83	72.39	3.89168344036357
Sm_t00000279-RA	23.1	16.78	25.07	21.65	4.33103913628127
Sm_t00000280-RA	25.13	25.64	28.66	26.4766666666667	1.90793955180276
Sm_t00000281-RA	16.8	16.14	13.64	15.5266666666667	1.6668933179221
Sm_t00000282-RA	37.76	26.48	25.34	29.86	6.86530407192573
Sm_t00000284-RA	74.39	59.52	72.37	68.76	8.06556259662027
Sm_t00000288-RA	10.03	7.56	12.92	10.17	2.68274113548065
Sm_t00000295-RA	46.09	58.84	NA	52.465	9.01561146012848
Sm_t00000296-RA	5.92	7.13	10.06	7.70333333333333	2.12871635812133
Sm_t00000298-RA	17.34	16.15	14.65	16.0466666666667	1.34797378807354
Sm_t00000299-RA	35.05	43.34	37.5	38.63	4.25895527095555
Sm_t00000301-RA	5.68	13.42	13.71	10.9366666666667	4.55471550520264
Sm_t00000302-RA	9.69	13.67	15.03	12.7966666666667	2.77505555499945
Sm_t00000303-RA	48.63	40.41	34.32	41.12	7.18137173526061
Sm_t00000304-RA	25.82	26.88	26.87	26.5233333333333	0.609125055578354
Sm_t00000305-RA	4.32	3.65	4.43	4.13333333333333	0.422176898152106
Sm_t00000306-RA	73.06	66.26	61.84	67.0533333333333	5.6519141300389
Sm_t00000309-RA	17.43	17.14	17.63	17.4	0.246373699895098
Sm_t00000310-RA	40.68	38.84	36.9	38.8066666666667	1.89022044569763
Sm_t00000311-RA	35.03	28.09	28.31	30.4766666666667	3.94483628726635
Sm_t00000312-RA	52.95	52.14	50.83	51.9733333333333	1.0697819092382
Sm_t00000315-RA	18.36	23.7	19.8	20.62	2.76282464155798
Sm_t00000316-RA	32.26	16	17.39	21.8833333333333	9.01329203639454
Sm_t00000317-RA	28.18	32.88	27.1	29.3866666666667	3.07313086824062
Sm_t00000325-RA	27.15	34.29	31.89	31.11	3.63334556572864
Sm_t00000326-RA	16.26	17	18.77	17.3433333333333	1.28974157618235
Sm_t00000328-RA	34.54	31.02	34.83	33.4633333333333	2.12095104453953
Sm_t00000330-RA	15.63	13.23	13.1	13.9866666666667	1.42465200429204
Sm_t00000331-RA	48.72	64.33	36.33	49.7933333333333	14.0308243996329
Sm_t00000334-RA	19.86	22.99	27.07	23.3066666666667	3.61541606642076
Sm_t00000336-RA	21.68	40.2	38.23	33.37	10.1716419520154
Sm_t00000338-RA	29.52	11.55	15.39	18.82	9.46329223896208
Sm_t00000343-RA	38.82	58.81	36.86	44.83	12.1466332784027
Sm_t00000344-RA	27.29	10.14	9.56	15.6633333333333	10.0731640179902
Sm_t00000347-RA	17.03	31.49	34.11	27.5433333333333	9.19857235299768
Sm_t00000348-RA	13.28	23.76	19.34	18.7933333333333	5.26134330122388
Sm_t00000349-RA	19.68	34.5	29.88	28.02	7.58306006833653
Sm_t00000350-RA	9.68	13.17	16.05	12.9666666666667	3.18986415593726
Sm_t00000351-RA	26.46	25.2	26.39	26.0166666666667	0.708119575589698
Sm_t00000354-RA	36.08	15.13	32.66	27.9566666666667	11.2390672803989
Sm_t00000355-RA	57.11	26.95	60.75	48.27	18.5531452859077
Sm_t00000357-RA	7.89	10.61	16.42	11.64	4.35728126243877
Sm_t00000358-RA	16.55	20.53	23.04	20.04	3.27262891266333
Sm_t00000359-RA	27.36	22.1	23.61	24.3566666666667	2.70832666665846
Sm_t00000360-RA	28.69	31.44	32.13	30.7533333333333	1.81989926461146
Sm_t00000361-RA	32.4	34.5	10.98	25.96	13.0154830874616
Sm_t00000362-RA	41.87	20.96	31.45	31.4266666666667	10.4550195281182
Sm_t00000364-RA	16.5	21.52	39.07	25.6966666666667	11.8505119439345
Sm_t00000365-RA	30.6	25.25	20.98	25.61	4.82009336009169
Sm_t00000366-RA	14.17	17.63	12.5	14.7666666666667	2.61653078203436
Sm_t00000368-RA	25.06	23.61	23.99	24.22	0.751864349467375
Sm_t00000369-RA	15.35	17.68	22.98	18.67	3.91015344967432
Sm_t00000370-RA	28.05	21.09	24.28	24.4733333333333	3.48402544958175
Sm_t00000371-RA	48.23	38.33	37.05	41.2033333333333	6.11883431164248
Sm_t00000372-RA	18.81	9.64	13.23	13.8933333333333	4.62084768558035
Sm_t00000373-RA	66.87	60.34	74.51	67.24	7.09224224064576
Sm_t00000377-RA	100	100	100	100	0
Sm_t00000378-RA	19.68	18.14	16.33	18.05	1.67681245224384
Sm_t00000379-RA	14.56	10.55	22.12	15.7433333333333	5.87506879392347
Sm_t00000381-RA	58.17	60.48	65.81	61.4866666666667	3.91821813243384
Sm_t00000384-RA	42.07	28.68	30.48	33.7433333333333	7.26705121306664
Sm_t00000390-RA	10.74	11.58	3.89	8.73666666666667	4.21829744486248
Sm_t00000391-RA	53.61	55.24	54.55	54.4666666666667	0.818189057207034
Sm_t00000392-RA	100	100	100	100	0
Sm_t00000393-RA	13.32	10.08	21.67	15.0233333333333	5.97980211489756
Sm_t00000394-RA	31.44	20.63	22.18	24.75	5.84531436280377
Sm_t00000395-RA	39.41	21.3	36.92	32.5433333333333	9.8162840898852
Sm_t00000396-RA	11.61	20.38	8.77	13.5866666666667	6.05214287119309
Sm_t00000397-RA	49.42	56.25	57.9	54.5233333333333	4.49595744345221
Sm_t00000398-RA	43.36	60.64	53.7	52.5666666666667	8.69556975323258
Sm_t00000403-RA	41.18	26.35	42.42	36.65	8.94158263396363
Sm_t00000404-RA	10.07	10.64	13.76	11.49	1.98642895669591
Sm_t00000405-RA	8.69	3.59	15.99	9.42333333333333	6.23244200400881
Sm_t00000406-RA	14.43	16.09	12.72	14.4133333333333	1.68506181884622
Sm_t00000408-RA	13.93	21.77	5.28	13.66	8.24831497943671
Sm_t00000409-RA	9.44	16.39	9.92	11.9166666666667	3.88144732455992
Sm_t00000410-RA	34.51	19.96	14.74	23.07	10.2453550450924
Sm_t00000411-RA	45.11	39.31	40.6	41.6733333333333	3.04532975773287
Sm_t00000412-RA	100	100	73.58	91.1933333333333	15.2535941119899
Sm_t00000416-RA	100	100	100	100	0
Sm_t00000417-RA	18.54	31.68	10.06	20.0933333333333	10.8933802528569
Sm_t00000418-RA	16.33	15.29	31.8	21.14	9.24646418908331
Sm_t00000419-RA	41.08	21.52	43.46	35.3533333333333	12.0389755931862
Sm_t00000420-RA	19.76	23.62	14.11	19.1633333333333	4.78299418077561
Sm_t00000421-RA	10.11	18.64	17.27	15.34	4.58081870411829
Sm_t00000422-RA	39.68	48.4	36.72	41.6	6.0721001309267
Sm_t00000423-RA	13.08	11.14	14.73	12.9833333333333	1.79695112157602
Sm_t00000424-RA	72.52	74.44	67.2	71.3866666666667	3.75069771287067
Sm_t00000425-RA	100	100	100	100	0
Sm_t00000426-RA	69.34	65.63	61.76	65.5766666666667	3.79028143194319
Sm_t00000427-RA	48.62	22.98	62.29	44.63	19.9564300414678
Sm_t00000433-RA	25.56	10.5	29.41	21.8233333333333	9.99344952122806
Sm_t00000435-RA	22.64	20.89	19.79	21.1066666666667	1.43730071082336
Sm_t00000437-RA	58.6	35.68	46.22	46.8333333333333	11.4723028783821
Sm_t00000438-RA	11.82	17.55	4.8	11.39	6.38586720814018
Sm_t00000444-RA	26.14	8.61	7.02	13.9233333333333	10.6097706541345
Sm_t00000445-RA	16.21	18.77	23.76	19.58	3.83962237726577
Sm_t00000450-RA	25.77	21.26	15.79	20.94	4.99768946614333
Sm_t00000451-RA	26.73	31.15	24.58	27.4866666666667	3.34972138144851
Sm_t00000452-RA	9.87	15.5	9.59	11.6533333333333	3.33425154020109
Sm_t00000454-RA	3.85	6.98	13.33	8.05333333333333	4.83028294547362
Sm_t00000455-RA	5.75	12.21	3.64	7.2	4.46520996146878
Sm_t00000456-RA	16.53	16.94	13.55	15.6733333333333	1.85025223505698
Sm_t00000457-RA	47.83	36.97	20	34.9333333333333	14.0263406964658
Sm_t00000460-RA	4.84	10.29	8.9	8.01	2.83190748436456
Sm_t00000461-RA	50.69	35.59	48.74	45.0066666666667	8.2131500250107
Sm_t00000462-RA	27.23	23.28	29.27	26.5933333333333	3.04532975773287
Sm_t00000463-RA	27.24	41.16	NA	34.2	9.84292639411674
Sm_t00000464-RA	7.6	7.12	10.65	8.45666666666667	1.91458437613319
Sm_t00000466-RA	32.96	26.82	43.91	34.5633333333333	8.65707995419548
Sm_t00000468-RA	7.33	4.93	10.15	7.47	2.61281457436229
Sm_t00000470-RA	10.96	21.98	27.84	20.26	8.57043756175844
Sm_t00000472-RA	17.51	22.92	16.98	19.1366666666667	3.28716189642879
Sm_t00000474-RA	55.24	46.07	39.63	46.98	7.84468609951985
Sm_t00000475-RA	10.66	11.88	11.4	11.3133333333333	0.614600141013109
Sm_t00000477-RA	13.05	16.16	33.98	21.0633333333333	11.293725396579
Sm_t00000478-RA	22.05	16.14	18.83	19.0066666666667	2.95895814998005
Sm_t00000479-RA	51.54	32.21	46.36	43.37	10.0058632810967
Sm_t00000480-RA	36.13	13.22	30.59	26.6466666666667	11.9532185344924
Sm_t00000481-RA	22.79	9.3	10.42	14.17	7.48611381158475
Sm_t00000483-RA	2.44	12.2	21.13	11.9233333333333	9.34807110228272
Sm_t00000486-RA	14.99	13.55	21.31	16.6166666666667	4.12782428566592
Sm_t00000488-RA	8.21	5.3	3.44	5.65	2.40418385320258
Sm_t00000489-RA	6.97	9.16	7.93	8.02	1.09777046781192
Sm_t00000491-RA	14.35	18.2	23.83	18.7933333333333	4.76777026851476
Sm_t00000494-RA	22.92	28.7	20.63	24.0833333333333	4.15887404634155
Sm_t00000495-RA	33.3	26.9	26.83	29.01	3.71541383966847
Sm_t00000498-RA	50.14	60.3	70.79	60.41	10.3254394579601
Sm_t00000499-RA	36.13	24.46	22.45	27.68	7.38660273738882
Sm_t00000500-RA	21.11	15.56	16.3	17.6566666666667	3.01347529164142
Sm_t00000501-RA	47.8	43.22	40.88	43.9666666666667	3.51990530175647
Sm_t00000502-RA	12.3	18.3	14.18	14.9266666666667	3.06889773914566
Sm_t00000503-RA	33.26	46.06	52.26	43.86	9.68916921103146
Sm_t00000504-RA	63.88	58.87	66.54	63.0966666666667	3.89453891151871
Sm_t00000506-RA	20.95	28.04	15.5	21.4966666666667	6.28784806856315
Sm_t00000507-RA	48.85	44.45	43.61	45.6366666666667	2.81434421017283
Sm_t00000508-RA	30.55	20.84	21.06	24.15	5.54365402960899
Sm_t00000509-RA	37.19	35.83	36.04	36.3533333333333	0.732142973286866
Sm_t00000511-RA	24.79	22.65	26.05	24.4966666666667	1.7188756014713
Sm_t00000512-RA	5.98	9.52	5.71	7.07	2.12605268043856
Sm_t00000513-RA	16.24	8.74	22.79	15.9233333333333	7.03035086843703
Sm_t00000514-RA	46.12	41.02	40.67	42.6033333333333	3.05054639914447
Sm_t00000522-RA	5.9	5.47	6.7	6.02333333333333	0.624206162524317
Sm_t00000525-RA	23.18	25.75	27.59	25.5066666666667	2.21504702734126
Sm_t00000526-RA	63.82	70.37	100	78.0633333333333	19.2779312513904
Sm_t00000527-RA	54.21	59.03	40.15	51.13	9.80960753547256
Sm_t00000528-RA	60	53.33	60	57.7766666666667	3.8509262954948
Sm_t00000529-RA	69.35	31.4	NA	50.375	26.8347023460295
Sm_t00000533-RA	30.01	15.13	26.55	23.8966666666667	7.78676655187077
Sm_t00000534-RA	18.28	16.34	18.08	17.5666666666667	1.06702077455565
Sm_t00000539-RA	46.01	56.07	54.45	52.1766666666667	5.40156767367894
Sm_t00000541-RA	67.85	63.95	62.42	64.74	2.79987499720969
Sm_t00000542-RA	7.63	7.54	13.87	9.68	3.62892546079414
Sm_t00000544-RA	100	100	100	100	0
Sm_t00000546-RA	18.89	15.74	13.96	16.1966666666667	2.49652425049975
Sm_t00000547-RA	13.77	17.51	16.62	15.9666666666667	1.95372294180453
Sm_t00000548-RA	45.71	41.08	32.16	39.65	6.8872563477774
Sm_t00000549-RA	NA	14.38	61.9	38.14	33.6017142419847
Sm_t00000550-RA	14.9	31.73	33.71	26.78	10.3359034438214
Sm_t00000552-RA	14.53	6.59	17.66	12.9266666666667	5.70650798065974
Sm_t00000553-RA	10.62	42.88	36.04	29.8466666666667	16.9983803149986
Sm_t00000556-RA	32.48	20.24	15.29	22.67	8.8488812852247
Sm_t00000557-RA	24.26	33.46	21.72	26.48	6.17682766474831
Sm_t00000558-RA	55.05	58.22	60.94	58.07	2.94786363320965
Sm_t00000559-RA	18.39	NA	26.18	22.285	5.5083618254432
Sm_t00000561-RA	13.95	7.51	5.61	9.02333333333333	4.37110207308561
Sm_t00000562-RA	41.75	55.09	45.49	47.4433333333333	6.88117238073087
Sm_t00000563-RA	8.49	7.8	31.52	15.9366666666667	13.4999716049084
Sm_t00000565-RA	24.17	19.38	31.37	24.9733333333333	6.03523266604804
Sm_t00000566-RA	36.59	25	15.39	25.66	10.6153991917403
Sm_t00000567-RA	8.43	12.9	14.63	11.9866666666667	3.19931763558002
Sm_t00000568-RA	13.86	15.61	16.86	15.4433333333333	1.50692844333543
Sm_t00000569-RA	34.76	48.06	40.44	41.0866666666667	6.67353979034615
Sm_t00000570-RA	48.95	44.84	45.6	46.4633333333333	2.18678607397553
Sm_t00000572-RA	33.1	33.24	35.02	33.7866666666667	1.07038933726627
Sm_t00000575-RA	22.01	21.3	20.55	21.2866666666667	0.730091318489224
Sm_t00000586-RA	15.38	44.83	6.25	22.1533333333333	20.1621584492666
Sm_t00000596-RA	15.95	6.43	4.29	8.89	6.20706049591914
Sm_t00000597-RA	19.55	NA	11.29	15.42	5.84070201260088
Sm_t00000599-RA	21.77	20.94	22.35	21.6866666666667	0.708684226812854
Sm_t00000601-RA	14.19	20.31	15.48	16.66	3.22612770980939
Sm_t00000602-RA	4.61	7.26	4.11	5.32666666666667	1.69287723516306
Sm_t00000603-RA	65.65	55.91	70.16	63.9066666666667	7.28320213459254
Sm_t00000604-RA	7.06	8.82	8.01	7.96333333333333	0.880927541477353
Sm_t00000605-RA	7.58	10.51	8.02	8.70333333333333	1.58001054848799
Sm_t00000606-RA	59.28	52.25	NA	55.765	4.97096067174143
Sm_t00000607-RA	25.57	37.27	24.43	29.09	7.10698248203835
Sm_t00000608-RA	16.76	20.24	15.44	17.48	2.47967739837262
Sm_t00000609-RA	10.32	9.96	11.91	10.73	1.03764155660806
Sm_t00000610-RA	24.76	NA	24.79	24.775	0.0212132034355947
Sm_t00000611-RA	12.7	9.08	7.39	9.72333333333333	2.71282755318751
Sm_t00000612-RA	10.03	9.89	9.24	9.72	0.42154477816716
Sm_t00000613-RA	14.92	17.52	20.32	17.5866666666667	2.70061721340388
Sm_t00000614-RA	36.89	38.96	49.07	41.64	6.51727703876397
Sm_t00000615-RA	30.76	28.97	31.14	30.29	1.1588356225108
Sm_t00000616-RA	46.16	45.44	47.62	46.4066666666667	1.11073549206521
Sm_t00000617-RA	10.02	5.24	16.55	10.6033333333333	5.677519998497
Sm_t00000618-RA	13.9	19.08	14.85	15.9433333333333	2.75764996570147
Sm_t00000619-RA	13.23	12.97	11.64	12.6133333333333	0.852897023874121
Sm_t00000620-RA	11.31	8.39	15.26	11.6533333333333	3.44784473741689
Sm_t00000621-RA	29.23	37.35	28.19	31.59	5.01533647924045
Sm_t00000624-RA	100	100	NA	100	0
Sm_t00000625-RA	13.69	26.21	17.34	19.08	6.43881200222526
Sm_t00000627-RA	43.35	43.3	35.76	40.8033333333333	4.36772633452845
Sm_t00000628-RA	33.33	48.15	13.51	31.6633333333333	17.3800383582239
Sm_t00000629-RA	37.17	35.49	33.48	35.38	1.84745771264189
Sm_t00000630-RA	46.15	63.84	63.18	57.7233333333333	10.028231814898
Sm_t00000632-RA	42.55	37.05	35.7	38.4333333333333	3.62847534555953
Sm_t00000636-RA	7.28	18	4.34	9.87333333333333	7.18977978336843
Sm_t00000637-RA	10.35	13.64	6.66	10.2166666666667	3.49190969719054
Sm_t00000638-RA	11.96	17.33	4.43	11.24	6.48006944407234
Sm_t00000639-RA	20.22	20.56	14.81	18.53	3.22609671274746
